"AnimalName","AnimalGender","AnimalBirthYear","BreedName","ZipCode","LicenseIssuedDate","LicenseExpiredDate","Extract.Year","Borough","BoroughPop","lon","lat"
"HARU","F",2003,"Yorkshire Terrier",10128,"05/19/2019","05/19/2024",2022,"Manhattan",1628706,-73.9506774,40.7826039
"MOLLY","F",2015,"Shih Tzu Crossbreed",10023,"10/17/2019","10/17/2020",2022,"Manhattan",1628706,-73.9800645,40.7769059
"JULEP","F",2018,"Jindo Dog, Korea",11217,"12/27/2019","12/27/2024",2022,"Brooklyn",2559903,-73.9785952,40.6815619
"ALFIE","M",2016,"Shih Tzu Crossbreed",11238,"02/23/2019","02/23/2021",2022,"Brooklyn",2559903,-73.9624327,40.6805029
"TEMO","M",2018,"Chihuahua Crossbreed",10002,"01/23/2019","01/23/2020",2022,"Manhattan",1628706,-73.9859414,40.7135097
"MAXIMUS","M",2009,"American Staffordshire Terrier",11229,"12/10/2019","12/07/2020",2022,"Brooklyn",2559903,-73.9447994,40.5988077
"MATTHEW","M",2018,"Border Collie",11226,"11/02/2019","11/02/2020",2022,"Brooklyn",2559903,-73.9536163,40.6470923
"CHICO","M",2017,"German Shepherd Dog",10468,"06/07/2019","07/07/2020",2022,"Bronx",1472654,-73.8977693,40.8687887
"SHOTSIE","F",2007,"German Shepherd Crossbreed",11414,"08/30/2019","09/29/2020",2022,"Queens",2253858,-73.8477874,40.6616787
"COCO","F",2019,"Shih Tzu",10009,"06/22/2019","06/22/2020",2022,"Manhattan",1628706,-73.9800645,40.7275043
"RILEY","M",2012,"Brittany Spaniel",11230,"11/20/2019","10/11/2020",2022,"Brooklyn",2559903,-73.9653715,40.6190629
"MERLIN","M",2016,"Labrador Retriever",11102,"10/16/2019","10/16/2020",2022,"Queens",2253858,-73.9286341,40.7732937
"STELLA","F",2008,"German Shepherd Crossbreed",11209,"11/21/2019","01/12/2021",2022,"Brooklyn",2559903,-74.0329499,40.6212119
"SLATER","M",2018,"Basenji",10009,"07/29/2019","07/29/2020",2022,"Manhattan",1628706,-73.9800645,40.7275043
"THUMPER","M",2015,"Schnauzer, Miniature",11201,"05/15/2019","04/24/2020",2022,"Brooklyn",2559903,-73.9859414,40.6986772
"DUBBU","F",2019,"Jindo Dog, Korea",10027,"11/13/2019","11/13/2024",2022,"Manhattan",1628706,-73.9624327,40.8138912
"ROCKY","M",2008,"Puggle",11229,"10/01/2019","09/24/2020",2022,"Brooklyn",2559903,-73.9447994,40.5988077
"BELLO","M",2018,"Shih Tzu Crossbreed",10040,"04/29/2019","04/29/2020",2022,"Manhattan",1628706,-73.9330429,40.8639624
"LUCY","F",2016,"Pekingese",10307,"08/13/2019","09/02/2020",2022,"Staten Island",474558,-74.2443436,40.5070853
"TOKYO","F",2019,"Shiba Inu",10473,"12/08/2019","12/08/2020",2022,"Bronx",1472654,-73.859549,40.811547
"SARA","F",2010,"American Pit Bull Mix / Pit Bull Mix",11213,"08/21/2019","01/09/2024",2022,"Brooklyn",2559903,-73.9389213,40.6722134
"PENNY","F",2006,"Chihuahua Crossbreed",10009,"04/29/2019","06/03/2020",2022,"Manhattan",1628706,-73.9800645,40.7275043
"BELLA","F",2018,"Pomeranian Crossbreed",11216,"03/15/2019","03/15/2024",2022,"Brooklyn",2559903,-73.9506774,40.6788319
"SHELBY","F",2005,"Pug",10005,"01/14/2019","01/31/2020",2022,"Manhattan",1628706,-74.0094562,40.7064363
"OLY","F",2013,"Terrier mix",11205,"09/09/2019","10/26/2020",2022,"Brooklyn",2559903,-73.9565551,40.6945036
"BUTTERS","F",2008,"Labrador Retriever Crossbreed",11101,"06/06/2019","06/19/2020",2022,"Queens",2253858,-73.9418603,40.7443091
"LEO","M",2010,"Maltese",10024,"11/12/2019","12/02/2020",2022,"Manhattan",1628706,-73.9741874,40.7859464
"MARINO","F",2009,"Wheaton Terrier",10301,"01/25/2019","02/17/2020",2022,"Staten Island",474558,-74.0946311,40.6274394
"SAM","M",2017,"Golden Retriever",10023,"12/01/2019","01/19/2021",2022,"Manhattan",1628706,-73.9800645,40.7769059
"GRIZZLY","M",2017,"Labrador Retriever Crossbreed",11217,"12/12/2019","01/18/2021",2022,"Brooklyn",2559903,-73.9785952,40.6815619
"SAMPSON","M",2008,"Maltese",10306,"04/09/2019","03/24/2020",2022,"Staten Island",474558,-74.1298684,40.5729336
"BAILEY","F",2016,"Jindo",11201,"08/30/2019","07/01/2020",2022,"Brooklyn",2559903,-73.9859414,40.6986772
"CLOVER","F",2015,"Yorkshire Terrier",10304,"06/03/2019","06/03/2020",2022,"Staten Island",474558,-74.0916944,40.6047352
"HARRY","M",2019,"Tibetan Terrier",10023,"10/02/2019","10/02/2020",2022,"Manhattan",1628706,-73.9800645,40.7769059
"KENO","M",2018,"Yorkshire Terrier Crossbreed",10303,"04/29/2019","04/29/2024",2022,"Staten Island",474558,-74.1739057,40.6311444
"JEZEBEL","F",2019,"French Bulldog",10006,"10/21/2019","10/21/2020",2022,"Manhattan",1628706,-74.0131196,40.709329
"HERSHEY","M",2017,"Cocker Spaniel",10029,"05/03/2019","05/03/2020",2022,"Manhattan",1628706,-73.9447994,40.7916407
"LUCY","F",2018,"Jack Russell Terrier Crossbreed",11224,"06/12/2019","07/17/2020",2022,"Brooklyn",2559903,-73.9859414,40.5749261
"LUNA","F",2009,"Yorkshire Terrier",11204,"09/16/2019","10/19/2020",2022,"Brooklyn",2559903,-73.9859414,40.6195067
"AXEL","M",2017,"Miniature Schnauzer",11234,"11/04/2019","10/02/2020",2022,"Brooklyn",2559903,-73.9065883,40.6007956
"MOMO","M",2012,"Poodle, Toy",11204,"07/16/2019","07/16/2020",2022,"Brooklyn",2559903,-73.9859414,40.6195067
"PILLOW","M",2019,"Shepard Crossbreed",10029,"11/24/2019","11/24/2020",2022,"Manhattan",1628706,-73.9447994,40.7916407
"HENDRICKS","M",2016,"Shiba Inu",10024,"04/15/2019","05/11/2020",2022,"Manhattan",1628706,-73.9741874,40.7859464
"CINNA","F",2017,"Shih Tzu Crossbreed",10023,"08/15/2019","06/09/2020",2022,"Manhattan",1628706,-73.9800645,40.7769059
"LOTTIE","F",2017,"Yorkshire Terrier",11234,"10/16/2019","10/23/2020",2022,"Brooklyn",2559903,-73.9065883,40.6007956
"MUKI","F",2006,"American Eskimo dog",10038,"11/13/2019","11/20/2020",2022,"Manhattan",1628706,-74.0021019,40.7071498
"MELO","M",2017,"Australian Shepherd",10009,"05/30/2019","05/30/2020",2022,"Manhattan",1628706,-73.9800645,40.7275043
"GROUCHO","M",2006,"Rat Terrier",11222,"11/12/2019","11/12/2020",2022,"Brooklyn",2559903,-73.9506774,40.7282702
"SUGAR","F",2005,"Poodle, Standard",11357,"05/31/2019","06/29/2020",2022,"Queens",2253858,-73.8124984,40.7850656
"BRUISER","M",2015,"Dogo Argentino",11361,"05/06/2019","06/04/2020",2022,"Queens",2253858,-73.7742616,40.7622954
"LUCY","F",2009,"Yorkshire Terrier",10025,"08/09/2019","09/04/2020",2022,"Manhattan",1628706,-73.9683102,40.7999209
"FRIDA","F",2017,"Beagle Crossbreed",10003,"01/09/2019","01/09/2022",2022,"Manhattan",1628706,-73.9874105,40.7322535
"DUCHESS","F",2015,"Pembroke Welsh Corgi",10040,"03/19/2019","03/19/2021",2022,"Manhattan",1628706,-73.9330429,40.8639624
"EDDIE","M",2016,"Labrador Retriever Crossbreed",10003,"02/09/2019","03/17/2020",2022,"Manhattan",1628706,-73.9874105,40.7322535
"PYE","F",2006,"Jack Russell Terrier",10024,"07/02/2019","08/07/2020",2022,"Manhattan",1628706,-73.9741874,40.7859464
"THOR","M",2013,"Bernese Mountain Dog",10010,"04/14/2019","06/10/2021",2022,"Manhattan",1628706,-73.9815337,40.7388319
"TEDDY","M",2017,"Yorkshire Terrier Crossbreed",10034,"12/31/2019","12/31/2020",2022,"Manhattan",1628706,-73.9212858,40.8721452
"MAGGIE","F",2015,"Labrador Retriever Crossbreed",10028,"05/17/2019","05/17/2020",2022,"Manhattan",1628706,-73.9521468,40.7766412
"ARTHUR","M",2018,"Australian Shepherd",10463,"03/07/2019","04/22/2020",2022,"Bronx",1472654,-73.9095279,40.8803247
"KODA","M",2016,"Labrador Retriever Crossbreed",11214,"01/19/2019","06/09/2020",2022,"Brooklyn",2559903,-73.9982756,40.6046106
"SCOOBY","M",2011,"German Spitz",11001,"07/14/2019","06/30/2020",2022,"Queens",2253858,-73.706594,40.720444
NA,"F",2018,"American Eskimo dog",11355,"01/28/2019","01/28/2020",2022,"Queens",2253858,-73.8213213,40.7493096
"BENJI","M",2019,"Goldendoodle",10021,"10/31/2019","10/31/2020",2022,"Manhattan",1628706,-73.9580246,40.7700703
"MAGGIE","F",2015,"Maltese Crossbreed",10019,"10/01/2019","10/24/2020",2022,"Manhattan",1628706,-73.9918181,40.7686973
"SPARKLES","F",2016,"Yorkshire Terrier",10467,"06/13/2019","05/28/2020",2022,"Bronx",1472654,-73.8713099,40.8723987
"LILLY","F",2017,"Boston Terrier",11101,"02/24/2019","10/14/2019",2022,"Queens",2253858,-73.9418603,40.7443091
"FRESCO","M",2011,"Chihuahua",11385,"05/25/2019","06/22/2020",2022,"Queens",2253858,-73.8948295,40.6980708
"BENJI","M",2015,"Poodle Crossbreed",11223,"10/20/2019","10/20/2024",2022,"Brooklyn",2559903,-73.977126,40.6009233
"GORDON","M",2014,"Labrador Retriever",10017,"12/25/2019","12/25/2024",2022,"Manhattan",1628706,-73.9697795,40.7519846
"ROXY","F",2010,"American Pit Bull Mix / Pit Bull Mix",10461,"06/22/2019","06/22/2020",2022,"Bronx",1472654,-73.8360251,40.8476284
"KOBE","M",2016,"Dachshund Smooth Coat",10465,"07/15/2019","07/15/2020",2022,"Bronx",1472654,-73.8242621,40.8262186
"TEDDY","M",2007,"Shih Tzu Crossbreed",11234,"07/15/2019","06/29/2020",2022,"Brooklyn",2559903,-73.9065883,40.6007956
"JED","M",2017,"Border Collie Crossbreed",11211,"03/08/2019","03/08/2021",2022,"Brooklyn",2559903,-73.9565551,40.7093358
"NONE","F",2019,"Shih Tzu",11218,"07/16/2019","07/16/2020",2022,"Brooklyn",2559903,-73.9800645,40.6483744
"WILLIE","M",2008,"Maltese",10014,"12/16/2019","01/22/2021",2022,"Manhattan",1628706,-74.0094471,40.7366138
"PRINCESS","F",2019,"Poodle, Toy",10027,"02/03/2019","02/03/2020",2022,"Manhattan",1628706,-73.9624327,40.8138912
"DING","M",2013,"Poodle Crossbreed",11355,"02/09/2019","01/29/2020",2022,"Queens",2253858,-73.8213213,40.7493096
"BISCUIT","M",2003,"Beagle",10309,"06/29/2019","06/29/2020",2022,"Staten Island",474558,-74.223802,40.5265593
"UNDECIDED","M",2018,"Labrador Retriever",10128,"05/05/2019","05/05/2020",2022,"Manhattan",1628706,-73.9506774,40.7826039
"MONTE","M",2019,"Chihuahua",11238,"12/26/2019","12/26/2020",2022,"Brooklyn",2559903,-73.9624327,40.6805029
"CHARLOTTE","F",2018,"Boston Terrier",10011,"02/19/2019","02/19/2020",2022,"Manhattan",1628706,-74.0094471,40.7464969
"KERRY","F",2015,"Labrador Retriever Crossbreed",10471,"03/03/2019","03/03/2020",2022,"Bronx",1472654,-73.9065883,40.8971509
"CARROT","F",2018,"Whippet",11385,"06/08/2019","06/08/2020",2022,"Queens",2253858,-73.8948295,40.6980708
