"AnimalName","AnimalGender","AnimalBirthYear","BreedName","ZipCode","LicenseIssuedDate","LicenseExpiredDate","Extract.Year","Borough","BoroughPop"
"UNKNOWN","M",2014,"Poodle",11219,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"TOMMY","M",2014,"Chihuahua",11378,"01/02/2015","01/02/2016",2016,"Queens",2339150
"BENNY","M",2014,"Beagle",10456,"01/02/2015","01/02/2016",2016,"Bronx",1446541
"JASPER","M",2014,"American Staffordshire Terrier",10024,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"CHIBI","M",2009,"Eurasier",11105,"01/02/2015","01/02/2016",2016,"Queens",2339150
"SNOWBALL","M",2012,"Bichon Frise",11358,"01/02/2015","01/02/2016",2016,"Queens",2339150
"SHADOW","M",2006,"Golden Retriever",10305,"01/02/2015","01/16/2016",2016,"Staten Island",475948
"BLIZZARD","M",2004,"West Highland White Terrier",10025,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"BUSTER","M",2009,"Cavalier King Charles Spaniel",10023,"01/02/2015","01/02/2017",2016,"Manhattan",1663447
"NIKKI","F",2014,"Shiba Inu",11377,"01/02/2015","01/02/2016",2016,"Queens",2339150
"COCA","F",2001,"American Pit Bull Terrier/Pit Bull",10463,"01/02/2015","01/02/2016",2016,"Bronx",1446541
"DOROTHY","F",2014,"American Pit Bull Terrier/Pit Bull",11233,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"DAUPHINE","F",2014,"Chihuahua",11209,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"GODIE","F",2012,"American Pit Bull Mix / Pit Bull Mix",10472,"01/02/2015","01/02/2016",2016,"Bronx",1446541
"BETSY","F",2011,"Boston Terrier",11201,"01/02/2015","01/23/2016",2016,"Brooklyn",2640329
"BENJIE","M",2003,"Chihuahua",11212,"01/02/2015","01/30/2016",2016,"Brooklyn",2640329
"WINNIE","F",2008,"Lhasa Apso",10075,"01/02/2015","01/07/2016",2016,"Manhattan",1663447
"FELIX","M",2004,"Miniature Pinscher",10010,"01/02/2015","01/07/2016",2016,"Manhattan",1663447
"HAVOC","M",2008,"Doberman Pinscher",11229,"01/02/2015","01/10/2016",2016,"Brooklyn",2640329
"SCOOBY","M",2010,"Poodle, Toy",10462,"01/02/2015","01/19/2016",2016,"Bronx",1446541
"UNKNOWN","F",2014,"Bull Dog, English",11214,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"GABBANA","M",2012,"Cavalier King Charles Spaniel",10312,"01/02/2015","01/02/2016",2016,"Staten Island",475948
"COOKIE","F",2011,"Border Collie",11229,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"OPAL","M",2013,"American Pit Bull Mix / Pit Bull Mix",10026,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"MAX","M",2014,"Miniature Pinscher",10003,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"ROSIE","F",2014,"Shih Tzu",10452,"01/02/2015","01/02/2016",2016,"Bronx",1446541
"MAGGIE","F",2010,"Maltese",11229,"01/02/2015","01/23/2016",2016,"Brooklyn",2640329
"UNKNOWN","M",2014,"Dachshund",10034,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"MELO","M",2012,"French Bulldog",11220,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"UNKNOWN","F",2014,"Shiba Inu",11219,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"NAME NOT PROVIDED","M",2014,"Bichon Frise",11373,"01/02/2015","01/02/2016",2016,"Queens",2339150
"EMMYLOU","F",2013,"Cane Corso",10040,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"PORKCHOP","M",2009,"American Pit Bull Mix / Pit Bull Mix",11213,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"JYNX","M",2012,"Dachshund Smooth Coat",11377,"01/02/2015","01/02/2016",2016,"Queens",2339150
"EMMIE","F",2008,"Maltese",11377,"01/02/2015","01/02/2016",2016,"Queens",2339150
"NUBIAN","F",2014,"Labrador Retriever",11369,"01/02/2015","01/02/2016",2016,"Queens",2339150
"LUNA","F",2013,"Beagle",10314,"01/02/2015","01/02/2016",2016,"Staten Island",475948
"MACANUDO","M",2012,"Labrador Retriever",11209,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"GRACIE","F",2007,"Beagle",10031,"01/02/2015","01/04/2016",2016,"Manhattan",1663447
"BOBBY","M",2010,"Chihuahua",11220,"01/02/2015","01/11/2016",2016,"Brooklyn",2640329
"FRISCO","M",2008,"Cavalier King Charles Spaniel",10128,"01/02/2015","01/28/2016",2016,"Manhattan",1663447
"MAX","M",2008,"Shih Tzu",10037,"01/02/2015","01/29/2016",2016,"Manhattan",1663447
"LOOCH","M",2014,"American Pit Bull Terrier/Pit Bull",10002,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"DOLCE","F",2012,"Saint Bernard",10312,"01/02/2015","01/02/2016",2016,"Staten Island",475948
"CESAR","M",2007,"Papillon",11224,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"UNKNOWN","M",2014,"Labrador Retriever Crossbreed",11209,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"JJ","M",2014,"Papillon",10003,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"UNKNOWN","M",2014,"Australian Shepherd",10468,"01/02/2015","01/02/2016",2016,"Bronx",1446541
"MILO","M",2014,"Shih Tzu",11210,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"LOLA","F",2013,"Labrador Retriever",10009,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"LOUIS","M",2013,"Manchester Terrier",10009,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"MARY","F",2014,"Labrador Retriever",11369,"01/02/2015","01/02/2016",2016,"Queens",2339150
"NAME NOT PROVIDED","F",2014,"Yorkshire Terrier",11358,"01/02/2015","01/02/2016",2016,"Queens",2339150
"ARIES","M",2014,"Bull Dog, French",10309,"01/02/2015","01/02/2016",2016,"Staten Island",475948
"WILSON","M",2011,"Yorkshire Terrier",10025,"01/02/2015","01/02/2020",2016,"Manhattan",1663447
"NAME NOT PROVIDED","F",2014,"Chihuahua",11358,"01/02/2015","01/02/2016",2016,"Queens",2339150
"LOLA","F",2014,"German Shepherd Crossbreed",10031,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"N/A","M",2014,"Poodle, Miniature",10014,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"BAILEY","M",2014,"Labradoodle",10032,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"LILY","F",2014,"Pug",11103,"01/02/2015","01/02/2016",2016,"Queens",2339150
"FERN","F",2014,"Australian Silky Terrier",11217,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"POOCHIE","M",2009,"Bull Terrier",10306,"01/02/2015","01/02/2016",2016,"Staten Island",475948
"LOLA","F",2014,"Bull Dog, English",10022,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"PUGSLEY","M",2011,"Pug",10473,"01/02/2015","01/30/2016",2016,"Bronx",1446541
"SPENCER","M",2005,"German Shepherd Dog",11102,"01/02/2015","01/30/2016",2016,"Queens",2339150
"HUNTER","M",2014,"Beagle",10461,"01/02/2015","01/02/2016",2016,"Bronx",1446541
"UNKNOWN","M",2014,"Pug",11209,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"CALLIE","F",2002,"Basset Hound",10019,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"UNKNOWN","F",2009,"Poodle, Miniature",11209,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"NAME NOT PROVIDED","M",2014,"Bichon Frise",11106,"01/02/2015","01/02/2016",2016,"Queens",2339150
"UNKNOWN","M",2011,"Beagle Crossbreed",11220,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"UNKNOWN","M",2014,"Australian Silky Terrier",10010,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"ROXY","F",2014,"French Bulldog",10280,"01/02/2015","01/02/2016",2016,"Manhattan",1663447
"LUCKY","M",2014,"Cocker Spaniel",11238,"01/02/2015","01/02/2016",2016,"Brooklyn",2640329
"LILA","F",2002,"Cocker Spaniel",11385,"01/02/2015","01/02/2016",2016,"Queens",2339150
"REMO","M",2010,"Beagle",10031,"01/02/2015","01/05/2016",2016,"Manhattan",1663447
"DUMPLING","M",2012,"Collie Crossbreed",10033,"01/02/2015","01/13/2016",2016,"Manhattan",1663447
"NORRSKEN","F",2014,"German Shepherd Dog",11237,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"OSCAR","M",2004,"Shar-Pei, Chinese",11237,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"LUCY","F",2014,"Poodle",10025,"01/03/2015","01/03/2020",2016,"Manhattan",1663447
"ELLIE","F",2005,"Collie Crossbreed",10003,"01/03/2015","01/26/2016",2016,"Manhattan",1663447
"QIUQIU","M",2013,"Maltese",10471,"01/03/2015","01/13/2016",2016,"Bronx",1446541
"EMI","F",2012,"Australian Cattle Dog",11215,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"RALPH","M",2003,"Jack Russell Terrier",11221,"01/03/2015","01/03/2018",2016,"Brooklyn",2640329
"PORCUPINE","M",2014,"Chihuahua",10465,"01/03/2015","01/03/2016",2016,"Bronx",1446541
"BRIANA","F",2011,"Staffordshire Bull Terrier",11220,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"BIRDIE","F",2013,"French Bulldog",11249,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"NEPTUNE","M",2013,"Shih Tzu",11238,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"PRINCESS","F",2014,"American Pit Bull Terrier/Pit Bull",11368,"01/03/2015","01/03/2016",2016,"Queens",2339150
"OPHELIA","F",2011,"Labrador Retriever Crossbreed",10027,"01/03/2015","01/10/2016",2016,"Manhattan",1663447
"JULIETTE","F",2014,"Yorkshire Terrier",11234,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"PLUTO","M",2012,"Yorkshire Terrier",10463,"01/03/2015","01/03/2016",2016,"Bronx",1446541
"PEANUT","F",2014,"American Pit Bull Mix / Pit Bull Mix",11214,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"ROCCO","M",2001,"Pug",10025,"01/03/2015","01/03/2016",2016,"Manhattan",1663447
"FLIP","M",2005,"Shih Tzu",11239,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"MAJOR","M",2014,"American Pit Bull Terrier/Pit Bull",10025,"01/03/2015","01/03/2016",2016,"Manhattan",1663447
"MAX","M",2007,"Shih Tzu",10312,"01/03/2015","01/03/2016",2016,"Staten Island",475948
"GIA","F",2013,"American Pit Bull Mix / Pit Bull Mix",11232,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"MAX","M",2014,"Shiba Inu",10019,"01/03/2015","01/03/2016",2016,"Manhattan",1663447
"LULU","F",2014,"Boxer",10461,"01/03/2015","01/03/2016",2016,"Bronx",1446541
"TROY","M",2012,"American Pit Bull Terrier/Pit Bull",11361,"01/03/2015","01/03/2018",2016,"Queens",2339150
"DJANGO","M",2013,"Rhodesian Ridgeback",11201,"01/03/2015","01/03/2020",2016,"Brooklyn",2640329
"GIZMO","M",2010,"Yorkshire Terrier",11236,"01/03/2015","01/10/2016",2016,"Brooklyn",2640329
"BUMPY","F",2012,"Maltese",10038,"01/03/2015","01/03/2020",2016,"Manhattan",1663447
"BUCKAROO","M",2007,"Labrador Retriever",11237,"01/03/2015","01/03/2016",2016,"Brooklyn",2640329
"MIKA","F",2007,"American Pit Bull Mix / Pit Bull Mix",11201,"01/03/2015","01/03/2020",2016,"Brooklyn",2640329
"BELLA","F",2010,"Rhodesian Ridgeback",10024,"01/03/2015","01/03/2020",2016,"Manhattan",1663447
"TRIXIE","F",2006,"Maltese",10465,"01/03/2015","01/03/2020",2016,"Bronx",1446541
"DEUCE","F",2014,"Poodle",10025,"01/03/2015","01/03/2016",2016,"Manhattan",1663447
"HENRY","M",2013,"French Bulldog",10024,"01/03/2015","01/03/2016",2016,"Manhattan",1663447
"PEPPER","F",2013,"Shih Tzu",11417,"01/04/2015","01/04/2016",2016,"Queens",2339150
"STRAWBERRY","F",2013,"Poodle, Toy",11207,"01/04/2015","01/04/2016",2016,"Brooklyn",2640329
"MURFY","F",2014,"Labradoodle",11217,"01/04/2015","01/04/2020",2016,"Brooklyn",2640329
"PEBBLES","F",2004,"Yorkshire Terrier",11417,"01/04/2015","01/07/2016",2016,"Queens",2339150
"PRINCESS","F",2008,"Shih Tzu",11417,"01/04/2015","01/07/2016",2016,"Queens",2339150
"JESSIE","F",2014,"Labrador Retriever Crossbreed",11221,"01/04/2015","01/04/2016",2016,"Brooklyn",2640329
"CLARK","M",2013,"Pointer",10019,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"JOKER","M",2014,"American Pit Bull Terrier/Pit Bull",10458,"01/04/2015","01/04/2016",2016,"Bronx",1446541
"CHAPIS","F",2014,"Chihuahua",10032,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"CHANEL","F",2012,"Poodle, Toy",10024,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"MAXX","M",2004,"Jack Russell Terrier",11209,"01/04/2015","01/04/2020",2016,"Brooklyn",2640329
"NAME NOT PROVIDED","M",2014,"Yorkshire Terrier",11226,"01/04/2015","01/04/2016",2016,"Brooklyn",2640329
"RONIN","M",2014,"American Pit Bull Terrier/Pit Bull",10025,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"NED","M",2013,"American Staffordshire Terrier",10306,"01/04/2015","01/04/2016",2016,"Staten Island",475948
"UNKNOWN","M",2007,"Jack Russell Terrier",10304,"01/04/2015","01/04/2016",2016,"Staten Island",475948
"PADDY","M",2011,"Lhasa Apso",11417,"01/04/2015","01/04/2020",2016,"Queens",2339150
"PIPER","F",2013,"Golden Retriever",10012,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"MOOSE","F",2014,"Shiba Inu",11102,"01/04/2015","01/04/2016",2016,"Queens",2339150
"DASH","M",2006,"American Pit Bull Mix / Pit Bull Mix",10309,"01/04/2015","01/04/2016",2016,"Staten Island",475948
"RILEY","F",2013,"Schnauzer, Miniature",10021,"01/04/2015","01/04/2017",2016,"Manhattan",1663447
"SOPHIA","F",2005,"Miniature Pinscher",11109,"01/04/2015","01/09/2016",2016,"Queens",2339150
"CASPER","M",2011,"Bichon Frise",10016,"01/04/2015","01/22/2016",2016,"Manhattan",1663447
"MICKY","M",2010,"Siberian Husky",10022,"01/04/2015","01/10/2016",2016,"Manhattan",1663447
"GIA","F",2001,"Golden Retriever",10021,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"SIMON","M",2010,"Havanese",11691,"01/04/2015","01/04/2016",2016,"Queens",2339150
"UNKNOWN","M",2013,"Yorkshire Terrier",11230,"01/04/2015","01/04/2016",2016,"Brooklyn",2640329
"DUSTIN","M",2005,"Chihuahua",11222,"01/04/2015","01/04/2016",2016,"Brooklyn",2640329
"UNKNOWN","M",2012,"Toy Fox Terrier",10312,"01/04/2015","01/04/2016",2016,"Staten Island",475948
"NATALIE","F",2014,"Toy Fox Terrier",11354,"01/04/2015","01/04/2018",2016,"Queens",2339150
"MARLEE","F",2013,"Dalmatian",11375,"01/04/2015","01/04/2020",2016,"Queens",2339150
"GIGI","F",2006,"Chihuahua",11201,"01/04/2015","01/23/2016",2016,"Brooklyn",2640329
"KENNA","F",2014,"Bull Terrier",10028,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"MAX","F",2012,"Rat Terrier",10030,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"HOPE","F",2010,"Shih Tzu",11417,"01/04/2015","01/04/2020",2016,"Queens",2339150
"STU","M",2006,"Maltese",10023,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"HAPPY","F",2004,"Dachshund",10012,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"TEDDY","M",2013,"Labrador Retriever",10128,"01/04/2015","01/04/2016",2016,"Manhattan",1663447
"ROGER","M",2012,"Bull Terrier",10036,"01/04/2015","01/09/2016",2016,"Manhattan",1663447
"TIBET","F",2002,"Tibetan Terrier",10040,"01/05/2015","01/30/2016",2016,"Manhattan",1663447
"HEDWIG","F",2014,"Australian Silky Terrier",11217,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"HERO","M",2010,"Labrador Retriever",10025,"01/05/2015","01/05/2017",2016,"Manhattan",1663447
"UNKNOWN","F",2014,"Australian Silky Terrier",10014,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"MCKENZIE","M",2004,"American Pit Bull Mix / Pit Bull Mix",11221,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"NAME NOT PROVIDED","F",2014,"Bichon Frise",11211,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"WINNIE","F",2014,"Poodle",10022,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"NAME NOT PROVIDED","M",2014,"Schnauzer, Miniature",11370,"01/05/2015","01/05/2016",2016,"Queens",2339150
"NAME NOT PROVIDED","M",2014,"Golden Retriever",11354,"01/05/2015","01/05/2016",2016,"Queens",2339150
"UNKNOWN","F",2014,"Australian Shepherd",10282,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"UNKNOWN","M",2014,"Boston Terrier",11233,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"LACY","F",2012,"Rat Terrier",11414,"01/05/2015","01/05/2016",2016,"Queens",2339150
"MAISY","F",2009,"Labrador Retriever",10024,"01/05/2015","01/05/2020",2016,"Manhattan",1663447
"REMI","M",2012,"Redbone Coonhound",11238,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"UNKNOWN","M",2014,"Pomeranian",10301,"01/05/2015","01/05/2016",2016,"Staten Island",475948
"NAME NOT PROVIDED","F",2014,"Poodle, Standard",11435,"01/05/2015","01/05/2016",2016,"Queens",2339150
"HARVEY","M",2014,"Bull Dog, French",10013,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"BRONCO","M",2014,"Wheaton Terrier",11238,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"GERONIMO","M",2012,"American Pit Bull Mix / Pit Bull Mix",10467,"01/05/2015","01/05/2016",2016,"Bronx",1446541
"SONNY","M",2014,"Boston Terrier",11417,"01/05/2015","01/05/2017",2016,"Queens",2339150
"MUMU","M",2011,"Maltese",10036,"01/05/2015","01/21/2016",2016,"Manhattan",1663447
"TARKA","M",2008,"German Shepherd Dog",10009,"01/05/2015","01/10/2016",2016,"Manhattan",1663447
"LULU","F",2007,"Golden Retriever",11414,"01/05/2015","01/05/2016",2016,"Queens",2339150
"CHINITA","F",2010,"Shih Tzu",11432,"01/05/2015","01/05/2018",2016,"Queens",2339150
"UNKNOWN","F",2014,"Shiba Inu",11201,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"UNKNOWN","M",2014,"Shih Tzu",11215,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"UNKNOWN","M",2014,"Pomeranian",11226,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"BUDDY","M",2012,"Labrador Retriever Crossbreed",11692,"01/05/2015","01/05/2016",2016,"Queens",2339150
"WINSTON","M",2014,"Boston Terrier",11206,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"UNKNOWN","F",2014,"Shih Tzu",10029,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"PEANUT","M",2014,"Beagle",11356,"01/05/2015","01/05/2016",2016,"Queens",2339150
"TUFFY","F",2004,"Collie, Rough Coat",10009,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"OLIVER","M",2013,"Yorkshire Terrier",11102,"01/05/2015","01/05/2016",2016,"Queens",2339150
"LOKI","M",2014,"Siberian Husky",10002,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"FINN","M",2013,"Border Terrier",10128,"01/05/2015","02/26/2016",2016,"Manhattan",1663447
"LUCKY","F",2008,"American Pit Bull Mix / Pit Bull Mix",11235,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"LUCY","F",2013,"Yorkshire Terrier",11206,"01/05/2015","01/05/2020",2016,"Brooklyn",2640329
"ROCKY","M",2008,"Mastiff",11208,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"PRINCESS","F",2014,"Cocker Spaniel",10026,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"NAME NOT PROVIDED","M",2014,"Shih Tzu",11361,"01/05/2015","01/05/2016",2016,"Queens",2339150
"PIERRE","M",2008,"French Bulldog",10025,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"LARRY","M",2014,"Schnauzer, Miniature",11215,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"KAHLO","F",2012,"Chihuahua",10018,"01/05/2015","01/05/2017",2016,"Manhattan",1663447
"UNKNOWN","M",2014,"Chihuahua",10016,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"CHESTER","M",2006,"Labrador Retriever",10024,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"MELLO","M",2008,"American Pit Bull Mix / Pit Bull Mix",11218,"01/05/2015","01/08/2016",2016,"Brooklyn",2640329
"RIGGINS","F",2013,"Golden Retriever",10023,"01/05/2015","01/09/2016",2016,"Manhattan",1663447
"MAX","M",2001,"Labrador Retriever",10014,"01/05/2015","01/09/2016",2016,"Manhattan",1663447
"DUCHESS","F",2000,"German Shepherd Crossbreed",10302,"01/05/2015","01/30/2016",2016,"Staten Island",475948
"KIMBA","F",2012,"Mastiff, Old English",10461,"01/05/2015","01/14/2016",2016,"Bronx",1446541
"WALTER","M",2014,"Welsh Terrier",10038,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"SHEBA","F",2014,"American Pit Bull Terrier/Pit Bull",10023,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"BELLA","F",2014,"American Pit Bull Terrier/Pit Bull",11220,"01/05/2015","01/05/2016",2016,"Brooklyn",2640329
"WINSTON","M",2008,"Boston Terrier",10009,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"ANGELA","F",2014,"Labrador Retriever",11354,"01/05/2015","01/05/2016",2016,"Queens",2339150
"CHARLIE","M",2014,"Golden Retriever",10034,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"BELLA","F",2009,"Chihuahua",11233,"01/05/2015","01/05/2017",2016,"Brooklyn",2640329
"NAME NOT PROVIDED","F",2014,"Cocker Spaniel",10075,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"MACEE","F",2014,"Silky Terrier",10467,"01/05/2015","01/05/2016",2016,"Bronx",1446541
"LUCKY","M",2012,"Cocker Spaniel",11223,"01/05/2015","01/17/2016",2016,"Brooklyn",2640329
"JUMPER","M",2014,"Yorkshire Terrier",10011,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"UNKNOWN","F",2014,"Puggle",10003,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
"SAMMY","F",2014,"Shih Tzu",11377,"01/05/2015","01/05/2016",2016,"Queens",2339150
"GALE","M",2014,"Bull Dog, French",10005,"01/05/2015","01/05/2016",2016,"Manhattan",1663447
