"AnimalName","AnimalGender","AnimalBirthYear","BreedName","ZipCode","LicenseIssuedDate","LicenseExpiredDate","Extract.Year","Borough","BoroughPop"
"MOLLY","F",2001,"Wheaton Terrier",10312,"04/29/2015","04/02/2016",2016,"Staten Island",475948
"CORONA","F",2002,"Yorkshire Terrier",11104,"04/29/2015","05/13/2016",2016,"Queens",2339150
"NALA","F",2014,"Pug",10468,"04/29/2015","04/29/2016",2016,"Bronx",1446541
"PUMPKIN","F",2003,"Dachshund Smooth Coat Miniature",10024,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"KLAUS","M",2012,"German Shepherd Dog",10309,"04/29/2015","04/29/2020",2016,"Staten Island",475948
"BAILEY","M",2014,"Pekingese",10019,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"SOPHIE","F",2012,"Shih Tzu",10024,"04/29/2015","04/29/2020",2016,"Manhattan",1663447
"STICKER","M",2011,"Yorkshire Terrier",10025,"04/29/2015","01/31/2016",2016,"Manhattan",1663447
"SALLY","F",2008,"Jack Russell Terrier",11209,"04/29/2015","04/12/2016",2016,"Brooklyn",2640329
"VICKIE","F",2006,"Maltese",10306,"04/29/2015","04/23/2016",2016,"Staten Island",475948
"BATMAN","M",2006,"Yorkshire Terrier",11377,"04/29/2015","04/21/2016",2016,"Queens",2339150
"MU","F",2006,"Labrador Retriever Crossbreed",11205,"04/29/2015","05/06/2016",2016,"Brooklyn",2640329
"HARLEY","M",2009,"Maltese",10306,"04/29/2015","04/29/2016",2016,"Staten Island",475948
"DIXIE","F",2007,"Basset Hound",10009,"04/29/2015","04/29/2017",2016,"Manhattan",1663447
"FIFI","F",2014,"Havanese",10025,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"DOMINO","M",2007,"Shih Tzu",10001,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"STITCH","M",2015,"Chihuahua",11212,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"PHYLLIS","F",2013,"Toy Fox Terrier",10011,"04/29/2015","04/27/2017",2016,"Manhattan",1663447
"KONG","M",2012,"Yorkshire Terrier",10280,"04/29/2015","06/04/2016",2016,"Manhattan",1663447
"MIKEY","M",2013,"Australian Cattledog",11215,"04/29/2015","03/18/2020",2016,"Brooklyn",2640329
"TOOTIE","F",2014,"Pomeranian",11212,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"ANNIE","F",2000,"Cairn Terrier",11210,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"MICKEY","M",2003,"German Shepherd Dog",11378,"04/29/2015","04/29/2017",2016,"Queens",2339150
"SWEETPEA","F",2011,"Shih Tzu",11226,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"REESE'S","M",2013,"Yorkshire Terrier",10451,"04/29/2015","04/29/2016",2016,"Bronx",1446541
"BUDDY","M",2013,"Shih Tzu",11213,"04/29/2015","03/20/2016",2016,"Brooklyn",2640329
"LOKI","M",2012,"American Pit Bull Terrier/Pit Bull",11229,"04/29/2015","03/26/2016",2016,"Brooklyn",2640329
"ELLA","F",2004,"Labrador Retriever Crossbreed",11205,"04/29/2015","06/29/2016",2016,"Brooklyn",2640329
"PEANUT","M",2006,"Dachshund Smooth Coat",11209,"04/29/2015","05/30/2016",2016,"Brooklyn",2640329
"PAJAMAS","M",2007,"Labrador Retriever Crossbreed",10010,"04/29/2015","04/08/2018",2016,"Manhattan",1663447
"GUDDA","M",2011,"American Pit Bull Mix / Pit Bull Mix",11372,"04/29/2015","05/24/2016",2016,"Queens",2339150
"HUMOOSE","M",2011,"Puggle",11372,"04/29/2015","05/19/2017",2016,"Queens",2339150
"PEPPER","M",2013,"Poodle, Miniature",11372,"04/29/2015","04/24/2018",2016,"Queens",2339150
"MILO","M",2011,"Havanese",11379,"04/29/2015","05/29/2016",2016,"Queens",2339150
"SHOCKEY","M",2006,"Havanese",10314,"04/29/2015","05/14/2016",2016,"Staten Island",475948
"MIKE","M",2014,"Lagotto Romagnolo",10026,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"OLIVE","F",2014,"Labrador Retriever Crossbreed",11209,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"KHOLE","F",2014,"Chihuahua",10314,"04/29/2015","04/29/2016",2016,"Staten Island",475948
"SACEY","M",2014,"American Pit Bull Terrier/Pit Bull",11212,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"WAFFLES","F",2009,"Jack Russell Terrier",11222,"04/29/2015","04/29/2017",2016,"Brooklyn",2640329
"PRINCESS","F",2014,"Yorkshire Terrier",11213,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"N/A","M",2014,"Beagle",11232,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"ZION","M",2006,"Dachshund Smooth Coat",10467,"04/29/2015","05/30/2016",2016,"Bronx",1446541
"ANTOINE","M",2003,"Beagle",10021,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"COTTON","M",2005,"Cotton De Tulear",10314,"04/29/2015","05/30/2016",2016,"Staten Island",475948
"RITA","F",2009,"Labrador Retriever",11217,"04/29/2015","06/02/2016",2016,"Brooklyn",2640329
"ROSCO","M",2007,"Brussels Griffon",11208,"04/29/2015","04/04/2016",2016,"Brooklyn",2640329
"CHESTER","M",2007,"Portuguese Water Dog",10024,"04/29/2015","04/07/2016",2016,"Manhattan",1663447
"WIGGLES","F",2005,"Cavalier King Charles Spaniel",10075,"04/29/2015","05/31/2016",2016,"Manhattan",1663447
"SARGENT","M",2005,"German Shepherd Crossbreed",10307,"04/29/2015","05/30/2016",2016,"Staten Island",475948
"BLACKIE","M",2004,"Cocker Spaniel",10306,"04/29/2015","04/30/2016",2016,"Staten Island",475948
"PEEK-A-BOO","F",2003,"Shih Tzu",11378,"04/29/2015","05/30/2016",2016,"Queens",2339150
"BOBUS","M",2001,"Maltese",10314,"04/29/2015","04/29/2016",2016,"Staten Island",475948
"BABY","F",2006,"Schnauzer, Miniature",11235,"04/29/2015","04/06/2016",2016,"Brooklyn",2640329
"NICO","M",2008,"Chihuahua",11211,"04/29/2015","06/01/2016",2016,"Brooklyn",2640329
"MISSY","F",2013,"Dachshund",10002,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"FIFI","M",2014,"Poodle, Toy",11234,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"HOLLYWOOD","F",2004,"German Shepherd Dog",10036,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"BUDDY","M",2014,"Cavalier King Charles Spaniel",10016,"04/29/2015","04/29/2017",2016,"Manhattan",1663447
"TEDDY","M",2013,"Poodle, Toy",11206,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"CHARLIE","M",2012,"Yorkshire Terrier",10458,"04/29/2015","04/29/2016",2016,"Bronx",1446541
"BARBIE","F",2004,"Schnauzer, Miniature",11355,"04/29/2015","04/29/2016",2016,"Queens",2339150
"MAX","M",2012,"Cocker Spaniel",10034,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"CATHY","F",2012,"Shih Tzu",10010,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"SASHA","F",2006,"Jack Russell Terrier",10044,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"ROCKY","M",2014,"Rottweiler",10312,"04/29/2015","04/29/2016",2016,"Staten Island",475948
"BENJI","M",2014,"Australian Shepherd",10036,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"TEDDY","M",2015,"Yorkshire Terrier",11212,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"CHARLIE","M",2006,"Dachshund Smooth Coat Miniature",11249,"04/29/2015","04/29/2017",2016,"Brooklyn",2640329
"ZEUS","M",2014,"American Pit Bull Mix / Pit Bull Mix",11433,"04/29/2015","04/29/2016",2016,"Queens",2339150
"ZORO","M",2012,"American Staffordshire Terrier",10463,"04/29/2015","04/29/2016",2016,"Bronx",1446541
"TAZ","M",2013,"American Pit Bull Mix / Pit Bull Mix",11355,"04/29/2015","04/10/2016",2016,"Queens",2339150
"KRAMER","M",2012,"Labrador Retriever Crossbreed",11220,"04/29/2015","05/29/2016",2016,"Brooklyn",2640329
"SNOPPY","F",2007,"Chihuahua",10463,"04/29/2015","04/29/2016",2016,"Bronx",1446541
"CLEOPETHER","F",2006,"Labrador Retriever Crossbreed",11229,"04/29/2015","05/30/2016",2016,"Brooklyn",2640329
"PENNY","F",2000,"Jack Russell Terrier",10302,"04/29/2015","05/30/2016",2016,"Staten Island",475948
"LOLA","F",2005,"Chihuahua",10463,"04/29/2015","03/29/2016",2016,"Bronx",1446541
"GOLDIE","F",2002,"Norfolk Terrier",10023,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"HARVEY","M",2011,"Chihuahua",11372,"04/29/2015","04/29/2016",2016,"Queens",2339150
"MATHIAS","M",2014,"Black and Tan Coonhound",10458,"04/29/2015","04/29/2016",2016,"Bronx",1446541
"JAX","M",2014,"Boston Terrier",11106,"04/29/2015","04/29/2016",2016,"Queens",2339150
"FLORA","F",2009,"Schnauzer, Standard",10032,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"ROCCO","M",2013,"Bull Dog, English",10312,"04/29/2015","05/20/2016",2016,"Staten Island",475948
"DETRIOT","F",2013,"Jack Russell Terrier",11385,"04/29/2015","05/29/2016",2016,"Queens",2339150
"WARDEN","M",2011,"German Shepherd Dog",10026,"04/29/2015","03/27/2016",2016,"Manhattan",1663447
"OSCAR","M",2013,"Labrador Retriever",11377,"04/29/2015","03/11/2016",2016,"Queens",2339150
"WALTER","M",2003,"Labrador Retriever Crossbreed",10314,"04/29/2015","03/30/2016",2016,"Staten Island",475948
"VICTORIA","F",2005,"Maltese",11221,"04/29/2015","05/30/2016",2016,"Brooklyn",2640329
"DOTTY","F",2002,"Poodle, Standard",10027,"04/29/2015","05/30/2016",2016,"Manhattan",1663447
"COOKIE","F",2000,"Yorkshire Terrier",10312,"04/29/2015","05/30/2016",2016,"Staten Island",475948
"LUCA","M",2003,"Shih Tzu",10021,"04/29/2015","03/30/2016",2016,"Manhattan",1663447
"CHANCE","M",2007,"Maltese",10128,"04/29/2015","04/23/2016",2016,"Manhattan",1663447
"CANNAN","M",2008,"American Pit Bull Terrier/Pit Bull",10466,"04/29/2015","05/27/2016",2016,"Bronx",1446541
"BONNIE","F",2009,"Staffordshire Bull Terrier",10010,"04/29/2015","05/21/2016",2016,"Manhattan",1663447
"WOODROW","M",2010,"Old English Sheepdog",10025,"04/29/2015","05/13/2016",2016,"Manhattan",1663447
"KELSEY","F",2002,"Bouvier Des Flandres",10021,"04/29/2015","05/30/2016",2016,"Manhattan",1663447
"COCO","F",2004,"Yorkshire Terrier",10011,"04/29/2015","05/30/2016",2016,"Manhattan",1663447
"MME.","F",2000,"Poodle, Toy",11414,"04/29/2015","05/30/2016",2016,"Queens",2339150
"DASH","M",2006,"Dachshund Smooth Coat Miniature",10024,"04/29/2015","05/30/2016",2016,"Manhattan",1663447
"FREKLES","F",2008,"Cocker Spaniel",11373,"04/29/2015","06/01/2016",2016,"Queens",2339150
"AGENT","M",2008,"American Pit Bull Terrier/Pit Bull",11226,"04/29/2015","05/03/2016",2016,"Brooklyn",2640329
"GIA","F",2007,"Japanese Chin/Spaniel",10309,"04/29/2015","04/29/2016",2016,"Staten Island",475948
"PAXTON","M",2011,"Border Collie",11207,"04/29/2015","04/29/2016",2016,"Brooklyn",2640329
"BITSY","F",2012,"Chihuahua",11372,"04/29/2015","04/29/2016",2016,"Queens",2339150
"TRUBY","F",2014,"Terrier mix",10028,"04/29/2015","04/29/2016",2016,"Manhattan",1663447
"HUNTER","M",2013,"Shiba Inu",10023,"04/29/2015","06/07/2016",2016,"Manhattan",1663447
"DRADIS","M",2011,"German Shepherd Crossbreed",10032,"04/29/2015","05/17/2016",2016,"Manhattan",1663447
"ROCCO","M",2008,"Boxer",10016,"04/30/2015","05/24/2017",2016,"Manhattan",1663447
"JAKE","M",2008,"Labrador Retriever Crossbreed",10036,"04/30/2015","03/22/2016",2016,"Manhattan",1663447
"BLUE","F",2013,"American Pit Bull Terrier/Pit Bull",11377,"04/30/2015","03/23/2016",2016,"Queens",2339150
"APOLLO","M",2012,"Rottweiler",11697,"04/30/2015","05/22/2016",2016,"Queens",2339150
"BLUE","M",2014,"Yorkshire Terrier",10027,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"GIO","M",2008,"Chihuahua",10451,"04/30/2015","04/30/2016",2016,"Bronx",1446541
"JACKO","M",2015,"Pug",10036,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"SEVEN","F",2014,"American Pit Bull Terrier/Pit Bull",10461,"04/30/2015","04/30/2020",2016,"Bronx",1446541
"LEO","M",2010,"Shih Tzu",10301,"04/30/2015","04/30/2016",2016,"Staten Island",475948
"TYSON","M",2014,"Skye Terrier",10128,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"FRITZ","M",2014,"Labrador Retriever Crossbreed",11206,"04/30/2015","04/30/2017",2016,"Brooklyn",2640329
"WALLY","M",2003,"Shih Tzu",10009,"04/30/2015","03/24/2016",2016,"Manhattan",1663447
"NOAH","M",2007,"West High White Terrier",11210,"04/30/2015","04/30/2017",2016,"Brooklyn",2640329
"PHERA","M",2002,"German Shepherd Dog",11357,"04/30/2015","03/31/2016",2016,"Queens",2339150
"PEARL","F",2003,"Boxer",10308,"04/30/2015","05/30/2016",2016,"Staten Island",475948
"CHARLIE","M",2009,"Golden Retriever",11223,"04/30/2015","03/25/2016",2016,"Brooklyn",2640329
"PUCHIE","M",2007,"Yorkshire Terrier",11223,"04/30/2015","05/27/2016",2016,"Brooklyn",2640329
"SASHA","F",2007,"Border Collie Crossbreed",11354,"04/30/2015","04/30/2018",2016,"Queens",2339150
"SAXON","M",2009,"Miniature Pinscher",11102,"04/30/2015","02/19/2016",2016,"Queens",2339150
"BROOKLYN","M",2012,"Shih Tzu",11203,"04/30/2015","05/25/2017",2016,"Brooklyn",2640329
"SAMMY","M",2013,"Golden Retriever",10075,"04/30/2015","05/02/2016",2016,"Manhattan",1663447
"SPIKE","M",2010,"Havanese",11423,"04/30/2015","04/30/2016",2016,"Queens",2339150
"MASON","M",2014,"Rottweiler",10466,"04/30/2015","04/30/2016",2016,"Bronx",1446541
"SAMSON","M",2014,"Norwich Terrier",11209,"04/30/2015","04/30/2016",2016,"Brooklyn",2640329
"MAUDE","F",2004,"Dachshund Smooth Coat Miniature",11205,"04/30/2015","04/30/2016",2016,"Brooklyn",2640329
"HONEY","F",2014,"Chihuahua",11373,"04/30/2015","04/30/2016",2016,"Queens",2339150
"BELLA","F",2008,"Chihuahua",10036,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"KODY","F",2000,"Shih Tzu",11207,"04/30/2015","03/29/2016",2016,"Brooklyn",2640329
"RUSSELL","M",2005,"Beagle",11375,"04/30/2015","03/31/2016",2016,"Queens",2339150
"DIZZY","F",2003,"Labrador Retriever Crossbreed",11215,"04/30/2015","05/31/2016",2016,"Brooklyn",2640329
"SHADOW","M",2001,"Lhasa Apso",10312,"04/30/2015","05/30/2016",2016,"Staten Island",475948
"SANDY","F",2001,"Shih Tzu",10473,"04/30/2015","03/30/2016",2016,"Bronx",1446541
"CHARLEMAGNE","F",2007,"Border Collie Crossbreed",11354,"04/30/2015","04/30/2018",2016,"Queens",2339150
"WILSON","M",2005,"Cocker Spaniel",10025,"04/30/2015","05/15/2016",2016,"Manhattan",1663447
"COOPER","M",2009,"Pug",10065,"04/30/2015","03/25/2016",2016,"Manhattan",1663447
"TED","M",2011,"Yorkshire Terrier",11420,"04/30/2015","04/09/2016",2016,"Queens",2339150
"ISIS","F",2013,"Maltese",11101,"04/30/2015","06/04/2017",2016,"Queens",2339150
"PIPPY","F",2011,"Flat-Coated Retriever",10028,"04/30/2015","06/02/2016",2016,"Manhattan",1663447
"SANDI","F",2013,"Labrador Retriever Crossbreed",10306,"04/30/2015","04/30/2016",2016,"Staten Island",475948
"SEAN","M",2013,"Bichon Frise",10001,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"NAME NOT PROVIDED","M",2015,"Siberian Husky",11234,"04/30/2015","04/30/2016",2016,"Brooklyn",2640329
"GINGER","F",2005,"Yorkshire Terrier",10469,"04/30/2015","04/30/2018",2016,"Bronx",1446541
"SASHA","F",2014,"Dachshund Smooth Coat Miniature",11106,"04/30/2015","04/30/2016",2016,"Queens",2339150
"CHERRY","F",2014,"Chihuahua",11373,"04/30/2015","04/30/2016",2016,"Queens",2339150
"CODY","M",2013,"American Pit Bull Mix / Pit Bull Mix",10473,"04/30/2015","04/30/2016",2016,"Bronx",1446541
"CHAMPAGNE","F",2014,"Maltese",11365,"04/30/2015","04/30/2016",2016,"Queens",2339150
"NAME NOT PROVIDED","M",2015,"Chihuahua",11691,"04/30/2015","04/30/2016",2016,"Queens",2339150
"BAILEY","M",2012,"Beagle Crossbreed",11377,"04/30/2015","04/30/2016",2016,"Queens",2339150
"LUKE","M",2014,"American Pit Bull Terrier/Pit Bull",10454,"04/30/2015","04/30/2016",2016,"Bronx",1446541
"FLOPY","M",2015,"Havanese",11372,"04/30/2015","04/30/2016",2016,"Queens",2339150
"MILO","M",2011,"Australian Cattledog",10065,"04/30/2015","06/05/2016",2016,"Manhattan",1663447
"BUNDY","F",2007,"Pointer",10026,"04/30/2015","06/09/2016",2016,"Manhattan",1663447
"MAGOO","M",2006,"Shih Tzu",11229,"04/30/2015","03/16/2016",2016,"Brooklyn",2640329
"DESTINY","F",2004,"Jack Russell Terrier",11225,"04/30/2015","03/14/2016",2016,"Brooklyn",2640329
"BOSCO","M",2001,"Miniature Pinscher",11214,"04/30/2015","03/30/2016",2016,"Brooklyn",2640329
"LADY","F",2006,"American Pit Bull Terrier/Pit Bull",11414,"04/30/2015","06/02/2016",2016,"Queens",2339150
"SAM","M",2003,"Labrador Retriever Crossbreed",11365,"04/30/2015","05/30/2016",2016,"Queens",2339150
"CHICA","F",2004,"Boxer",11215,"04/30/2015","04/29/2016",2016,"Brooklyn",2640329
"BENJI","M",2012,"Maltese",10461,"04/30/2015","04/30/2016",2016,"Bronx",1446541
"CHARLIE","M",2004,"Maltese",11215,"04/30/2015","04/30/2016",2016,"Brooklyn",2640329
"TESLA","M",2015,"German Shepherd Dog",11355,"04/30/2015","04/30/2016",2016,"Queens",2339150
"JETER","M",2014,"Cairn Terrier",10040,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"MURPHY","M",2015,"Golden Retriever",10128,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"CHARLIE","M",2014,"French Bulldog",10075,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"LUCA","M",2008,"Pomeranian",10014,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"PROMETHEUS","M",2010,"American Pit Bull Mix / Pit Bull Mix",10461,"04/30/2015","05/21/2018",2016,"Bronx",1446541
"GWEN","F",2008,"Australian Cattledog",10065,"04/30/2015","06/05/2016",2016,"Manhattan",1663447
"JOEY","M",2011,"Labrador Retriever",11231,"04/30/2015","06/06/2016",2016,"Brooklyn",2640329
"BERRY","F",2009,"Pug",11222,"04/30/2015","05/21/2016",2016,"Brooklyn",2640329
"TYKE","M",2009,"Yorkshire Terrier",11373,"04/30/2015","04/30/2016",2016,"Queens",2339150
"MAX","M",2008,"Yorkshire Terrier",10473,"04/30/2015","05/23/2016",2016,"Bronx",1446541
"GINGER","F",2006,"American Pit Bull Terrier/Pit Bull",10314,"04/30/2015","05/29/2016",2016,"Staten Island",475948
"CHARLIE","M",2005,"Papillon",10028,"04/30/2015","05/30/2016",2016,"Manhattan",1663447
"KAMI","F",2004,"Poodle, Standard",11360,"04/30/2015","03/29/2016",2016,"Queens",2339150
"JOEY","F",2001,"Labrador Retriever Crossbreed",10034,"04/30/2015","04/29/2016",2016,"Manhattan",1663447
"BENTLEY","M",2011,"American Pit Bull Mix / Pit Bull Mix",10040,"04/30/2015","04/04/2016",2016,"Manhattan",1663447
"RICKY","M",2010,"Pomeranian",10036,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"CHUCHO","F",2015,"French Bulldog",10009,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"MAZI","F",2012,"American Pit Bull Mix / Pit Bull Mix",10040,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"TEDDY","M",2011,"Labrador Retriever Crossbreed",10023,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"MOMO","M",2010,"Shih Tzu",11423,"04/30/2015","04/30/2020",2016,"Queens",2339150
"PRINCE","M",2014,"Akita",11375,"04/30/2015","05/26/2016",2016,"Queens",2339150
"MIRACLE","F",2013,"American Staffordshire Terrier",10303,"04/30/2015","06/01/2020",2016,"Staten Island",475948
"DASH","F",2009,"Bull Dog, French",10013,"04/30/2015","06/06/2016",2016,"Manhattan",1663447
"ISABELLA","F",2008,"Bull Dog, English",10005,"04/30/2015","05/11/2016",2016,"Manhattan",1663447
"SOFIE","F",2002,"Silky Terrier",10314,"04/30/2015","04/30/2016",2016,"Staten Island",475948
"RAMBO","M",2015,"Chihuahua",11208,"04/30/2015","04/30/2016",2016,"Brooklyn",2640329
"SNOOPY","M",2011,"Jack Russell Terrier",11106,"04/30/2015","04/30/2017",2016,"Queens",2339150
"MR.","M",2010,"American Pit Bull Terrier/Pit Bull",10466,"04/30/2015","03/23/2016",2016,"Bronx",1446541
"BUTOH","M",2007,"Bichon Frise",10023,"04/30/2015","03/25/2016",2016,"Manhattan",1663447
"SPARTACUS","M",2000,"Jack Russell Terrier",10128,"04/30/2015","05/31/2016",2016,"Manhattan",1663447
"HENRY","M",2000,"Golden Retriever",10128,"04/30/2015","05/30/2016",2016,"Manhattan",1663447
"LUCKY","M",2004,"Shih Tzu",11364,"04/30/2015","05/30/2016",2016,"Queens",2339150
"NAME NOT PROVIDED","M",2013,"Rottweiler",10457,"04/30/2015","03/31/2016",2016,"Bronx",1446541
"CARAMEL","M",2012,"Cavalier King Charles Spaniel",10019,"04/30/2015","03/28/2020",2016,"Manhattan",1663447
"IKE","M",2009,"Schnauzer, Miniature",10128,"04/30/2015","06/04/2016",2016,"Manhattan",1663447
"JOEY","M",2013,"Dachshund Smooth Coat",10016,"04/30/2015","05/24/2017",2016,"Manhattan",1663447
"CROCKETT","M",2011,"Australian Shepherd",10075,"04/30/2015","05/09/2016",2016,"Manhattan",1663447
"ERNEST","M",2014,"Basenji",11211,"04/30/2015","04/14/2020",2016,"Brooklyn",2640329
"ROSIE","F",2012,"Golden Retriever",11232,"04/30/2015","04/30/2016",2016,"Brooklyn",2640329
"LUCKY","M",2011,"Maltese",11367,"04/30/2015","04/30/2016",2016,"Queens",2339150
"TYSON","M",2012,"Terrier mix",10023,"04/30/2015","04/30/2017",2016,"Manhattan",1663447
"STANFORD","M",2014,"Bull Dog, English",11217,"04/30/2015","04/30/2016",2016,"Brooklyn",2640329
"OTIS","M",2014,"Golden Retriever",10128,"04/30/2015","04/30/2020",2016,"Manhattan",1663447
"SCUDLEY","M",2012,"Bassett Hound",10033,"04/30/2015","04/30/2016",2016,"Manhattan",1663447
"HAYDEN","F",2013,"Golden Retriever",11375,"04/30/2015","04/30/2020",2016,"Queens",2339150
"CARTER","M",2008,"Chihuahua",10032,"04/30/2015","06/05/2016",2016,"Manhattan",1663447
"ROXY","F",2003,"Dachshund Smooth Coat",10312,"04/30/2015","03/30/2016",2016,"Staten Island",475948
"TOBY","M",2003,"Lhasa Apso",10307,"04/30/2015","03/31/2016",2016,"Staten Island",475948
"TAKO","M",2007,"Havanese",11215,"05/01/2015","03/17/2016",2016,"Brooklyn",2640329
"ZOEY","F",2008,"Whippet",11215,"05/01/2015","05/19/2016",2016,"Brooklyn",2640329
"SCOOBY","M",2000,"Dalmatian",10314,"05/01/2015","05/30/2016",2016,"Staten Island",475948
"MOOKIE","M",2002,"Wheaton Terrier",10011,"05/01/2015","05/30/2016",2016,"Manhattan",1663447
"LUCKY","M",2008,"Chihuahua",10456,"05/01/2015","02/16/2016",2016,"Bronx",1446541
"NAME NOT PROVIDED","F",2015,"Havanese",10022,"05/01/2015","05/01/2016",2016,"Manhattan",1663447
"MAGGIE","F",2009,"Labradoodle",10024,"05/01/2015","05/01/2017",2016,"Manhattan",1663447
"POPO","F",2015,"Pembroke Welsh Corgi",10027,"05/01/2015","05/01/2016",2016,"Manhattan",1663447
"MOLLY","F",2012,"Chihuahua",10451,"05/01/2015","05/01/2016",2016,"Bronx",1446541
"BLUE","F",2014,"Cane Corso",11225,"05/01/2015","05/01/2016",2016,"Brooklyn",2640329
"JASHUA","M",2014,"American Pit Bull Terrier/Pit Bull",11419,"05/01/2015","05/01/2016",2016,"Queens",2339150
"BENJAMIN","M",2014,"Bull Dog, English",10032,"05/01/2015","05/01/2016",2016,"Manhattan",1663447
"MAX","M",2006,"Australian Silky Terrier",10023,"05/01/2015","05/01/2020",2016,"Manhattan",1663447
"BAXTER","M",2014,"Pug",11213,"05/01/2015","05/01/2016",2016,"Brooklyn",2640329
"LUCKY","M",2014,"Chihuahua",11209,"05/01/2015","05/01/2016",2016,"Brooklyn",2640329
"MAEBY","F",2014,"Havanese",10010,"05/01/2015","05/01/2020",2016,"Manhattan",1663447
"ROCKY","M",2011,"American Staffordshire Terrier",11215,"05/01/2015","05/01/2016",2016,"Brooklyn",2640329
"JUSTICE","M",2013,"American Pit Bull Mix / Pit Bull Mix",10307,"05/01/2015","04/15/2016",2016,"Staten Island",475948
"NAPPY","M",2008,"Beagle Crossbreed",10029,"05/01/2015","05/06/2016",2016,"Manhattan",1663447
"ROSIE","F",2009,"American Pit Bull Terrier/Pit Bull",11357,"05/01/2015","05/31/2016",2016,"Queens",2339150
"STEVE","M",2000,"Jindo Dog, Korea",11364,"05/01/2015","05/30/2016",2016,"Queens",2339150
"SCOOTERPIE","M",1997,"Bichon Frise",10314,"01/22/2015","02/28/2016",2016,"Staten Island",475948
"BUNNY","F",2006,"Schnauzer, Miniature",10017,"05/01/2015","05/30/2016",2016,"Manhattan",1663447
"MILTON","M",2010,"Wheaton Terrier",10013,"05/01/2015","03/20/2016",2016,"Manhattan",1663447
"LUCKY","M",2009,"American Pit Bull Mix / Pit Bull Mix",11234,"05/01/2015","04/02/2016",2016,"Brooklyn",2640329
"SNOOPY","M",2010,"Puggle",10469,"05/01/2015","05/10/2016",2016,"Bronx",1446541
"MADDIE","F",2011,"Weimaraner",10011,"05/01/2015","05/01/2016",2016,"Manhattan",1663447
"MONEY","M",2015,"Cocker Spaniel",11373,"05/01/2015","05/01/2016",2016,"Queens",2339150
"CHOCOLATE","M",2004,"Chihuahua",10460,"05/01/2015","05/01/2016",2016,"Bronx",1446541
"ROSSDALE","M",2005,"Poodle",11217,"05/01/2015","05/01/2016",2016,"Brooklyn",2640329
"JACK","M",2009,"Labrador Retriever Crossbreed",10002,"05/01/2015","05/01/2017",2016,"Manhattan",1663447
"MAX","M",2011,"Maltese",10023,"05/01/2015","05/01/2020",2016,"Manhattan",1663447
"MAX","M",2012,"Lhasa Apso",11369,"05/01/2015","05/01/2016",2016,"Queens",2339150
"SALLY","F",2015,"Beagle",10029,"05/01/2015","05/01/2016",2016,"Manhattan",1663447
"FREDDIE","M",2013,"Yorkshire Terrier",10011,"05/01/2015","05/01/2020",2016,"Manhattan",1663447
"CINCO","M",2012,"Bichon Frise",10026,"05/01/2015","01/30/2020",2016,"Manhattan",1663447
"RICHTER","M",2005,"German Shepherd Dog",10463,"05/01/2015","05/29/2016",2016,"Bronx",1446541
"CHUMLEY","F",2013,"Labrador Retriever",11238,"05/01/2015","06/09/2016",2016,"Brooklyn",2640329
"BOBBY","M",2011,"German Shepherd Crossbreed",10029,"05/01/2015","04/03/2020",2016,"Manhattan",1663447
