"AnimalName","AnimalGender","AnimalBirthYear","BreedName","ZipCode","LicenseIssuedDate","LicenseExpiredDate","Extract.Year","Borough","BoroughPop"
"CODY","M",1999,"Shiba Inu",10037,"10/23/2014","11/12/2016",2016,"Manhattan",1649114
"MAIMOUNA","F",1999,"Havanese",10025,"10/25/2014","06/29/2019",2016,"Manhattan",1649114
"DEVIN","F",1999,"Cairn Terrier",10314,"12/12/2014","01/30/2016",2016,"Staten Island",473324
"GEORGE","M",1999,"American Pit Bull Mix / Pit Bull Mix",11209,"12/12/2014","01/16/2016",2016,"Brooklyn",2621793
"MAX","M",1999,"Miniature Pinscher",11378,"12/14/2014","01/30/2016",2016,"Queens",2321580
"BONNIE","F",1999,"Wheaton Terrier",10022,"12/17/2014","01/07/2016",2016,"Manhattan",1649114
"SEMBA","F",1999,"Cocker Spaniel",11105,"12/18/2014","01/30/2016",2016,"Queens",2321580
"NOEL","M",1999,"Maltese",11216,"12/20/2014","01/30/2016",2016,"Brooklyn",2621793
"JET","M",1999,"Cairn Terrier",11379,"12/22/2014","01/30/2016",2016,"Queens",2321580
"SIMBA","F",1999,"German Shepherd Crossbreed",10011,"12/22/2014","12/30/2016",2016,"Manhattan",1649114
"SARAH","F",1999,"West High White Terrier",11040,"12/26/2014","01/30/2016",2016,"Queens",2321580
"MUNCHIE","M",1999,"Pomeranian",11101,"12/26/2014","01/07/2016",2016,"Queens",2321580
"JOSHUA","M",1999,"American Pit Bull Terrier/Pit Bull",10304,"12/26/2014","01/30/2016",2016,"Staten Island",473324
"TEXAS","F",1999,"Maltese",10028,"12/26/2014","01/30/2016",2016,"Manhattan",1649114
"ALEXANDRA","F",1999,"Maltese",10024,"12/31/2014","02/28/2016",2016,"Manhattan",1649114
"QUEEN","F",2013,"Akita Crossbreed",11368,"09/12/2014","09/12/2017",2017,"Queens",2321580
"OLLIE","M",2013,"Chinese Crested",11103,"12/13/2014","12/13/2019",2018,"Queens",2321580
