"AnimalName","AnimalGender","AnimalBirthYear","BreedName","ZipCode","LicenseIssuedDate","LicenseExpiredDate","Extract.Year","Borough","BoroughPop"
"SAMPSON","M",2009,"Bull Dog, French",11214,"12/17/2014","01/19/2016",2016,"Brooklyn",2621793
"BENJI","M",2001,"Poodle, Toy",11211,"12/17/2014","02/19/2016",2016,"Brooklyn",2621793
"BONNIEBELLE","F",2007,"Great Dane",11205,"12/17/2014","12/17/2016",2016,"Brooklyn",2621793
"MR.","M",2010,"Maltese",11370,"12/17/2014","12/17/2019",2016,"Queens",2321580
"ARBY","M",2007,"German Shepherd Dog",11101,"12/17/2014","01/21/2016",2016,"Queens",2321580
"MILES","M",2006,"Golden Retriever",10038,"12/17/2014","01/28/2016",2016,"Manhattan",1649114
"LUCKY","M",2012,"Yorkshire Terrier",11385,"12/17/2014","05/24/2017",2016,"Queens",2321580
"PIPPA","F",2011,"Bull Terrier",10023,"12/17/2014","01/03/2016",2016,"Manhattan",1649114
"BELLA","F",2009,"Labrador Retriever Crossbreed",11230,"12/17/2014","01/29/2017",2016,"Brooklyn",2621793
"WADADLI","M",2008,"Bull Dog, French",10075,"12/17/2014","01/05/2016",2016,"Manhattan",1649114
"THEODORE","M",2013,"Shih Tzu",10019,"12/18/2014","01/09/2017",2016,"Manhattan",1649114
"JETT","F",2011,"Labrador Retriever",11249,"12/18/2014","12/29/2019",2016,"Brooklyn",2621793
"HARRY","M",2012,"German Shepherd Dog",11201,"12/18/2014","12/02/2016",2016,"Brooklyn",2621793
"SAMMY","F",2009,"Cavalier King Charles Spaniel",10021,"12/18/2014","12/18/2016",2016,"Manhattan",1649114
"JETHRO","M",2010,"Bull Dog, English",11435,"12/18/2014","01/14/2016",2016,"Queens",2321580
"OTTO","M",2012,"Bull Dog, English",11216,"12/18/2014","01/15/2016",2016,"Brooklyn",2621793
"CHARLIE","M",2014,"Dachshund Smooth Coat Miniature",10002,"12/18/2014","12/18/2019",2016,"Manhattan",1649114
"BARRETT","M",2012,"Portuguese Water Dog",11211,"12/18/2014","01/17/2020",2016,"Brooklyn",2621793
"LILY","F",2009,"Cavalier King Charles Spaniel",10128,"12/18/2014","11/19/2019",2016,"Manhattan",1649114
"WATTS","M",2009,"Havanese",10012,"12/18/2014","12/01/2019",2016,"Manhattan",1649114
"MAYA","F",2008,"Siberian Husky",11223,"12/18/2014","02/22/2017",2016,"Brooklyn",2621793
"M","F",2012,"Maltese",11213,"12/18/2014","01/14/2018",2016,"Brooklyn",2621793
"MAJOR","M",2012,"Labrador Retriever",11378,"12/18/2014","01/18/2017",2016,"Queens",2321580
"GUNTER","M",2013,"Collie",10302,"12/18/2014","12/18/2016",2016,"Staten Island",473324
"KOOPA","M",2014,"Poodle",10036,"12/18/2014","12/18/2016",2016,"Manhattan",1649114
"OZZIE","M",2008,"German Shepherd Dog",11201,"12/18/2014","12/02/2016",2016,"Brooklyn",2621793
"SKYLER","M",2011,"Italian Greyhound",10019,"12/18/2014","01/28/2016",2016,"Manhattan",1649114
"IGUAZU","M",2011,"English Cocker Spaniel",10025,"12/18/2014","01/21/2020",2016,"Manhattan",1649114
"BREES","M",2009,"Pomeranian",11249,"12/19/2014","12/06/2019",2016,"Brooklyn",2621793
"XIAO-QI","M",2010,"Siberian Husky",11355,"12/19/2014","12/30/2019",2016,"Queens",2321580
"LILY","F",2009,"Terrier",10035,"12/19/2014","01/27/2020",2016,"Manhattan",1649114
"ZOEY","F",2011,"Siberian Husky",10282,"12/19/2014","12/28/2016",2016,"Manhattan",1649114
"MOLLY","F",2013,"Beagle",11201,"12/19/2014","01/09/2016",2016,"Brooklyn",2621793
"SCOUT","F",2010,"Labrador Retriever",11206,"12/19/2014","12/20/2017",2016,"Brooklyn",2621793
"EVELYN","F",2011,"Labrador Retriever Crossbreed",10009,"12/19/2014","12/19/2019",2016,"Manhattan",1649114
"GUS","M",2013,"Bull Dog, French",10007,"12/19/2014","01/27/2016",2016,"Manhattan",1649114
"MIKE","F",2010,"Labrador Retriever",10023,"12/19/2014","01/30/2018",2016,"Manhattan",1649114
"APONTE","M",2002,"Akita Crossbreed",11361,"12/19/2014","01/04/2016",2016,"Queens",2321580
"COCO","F",2011,"Bull Dog, French",10011,"12/19/2014","01/12/2016",2016,"Manhattan",1649114
"LUKA","M",2012,"German Shepherd Crossbreed",10024,"12/19/2014","01/06/2016",2016,"Manhattan",1649114
"TATUM","F",2008,"Pointer",11205,"12/20/2014","12/30/2019",2016,"Brooklyn",2621793
"SPARKY","M",2009,"Cavalier King Charles Spaniel",11214,"12/20/2014","01/04/2020",2016,"Brooklyn",2621793
"ROCCO","M",2008,"Pug",11354,"12/20/2014","01/15/2016",2016,"Queens",2321580
"REX","M",2008,"Yorkshire Terrier",10033,"12/20/2014","01/09/2016",2016,"Manhattan",1649114
"HAMILTON","F",2010,"Bull Dog, French",11205,"12/20/2014","12/20/2019",2016,"Brooklyn",2621793
"CATO","M",2013,"Shiba Inu",10009,"12/20/2014","11/14/2017",2016,"Manhattan",1649114
"DELFI","F",2003,"Cocker Spaniel",11249,"12/20/2014","11/28/2016",2016,"Brooklyn",2621793
"ROCKY","M",2007,"Shih Tzu",10014,"12/20/2014","01/10/2016",2016,"Manhattan",1649114
"BLU","M",2006,"Golden Retriever",10025,"12/20/2014","12/31/2016",2016,"Manhattan",1649114
"CODY","M",2014,"Beagle",11373,"12/20/2014","12/20/2019",2016,"Queens",2321580
"DAISY","F",2010,"Pekingese",11209,"12/20/2014","12/17/2016",2016,"Brooklyn",2621793
"CONNOR","M",2004,"Bichon Frise",10029,"12/21/2014","01/15/2020",2016,"Manhattan",1649114
"WILLY","M",2012,"American Pit Bull Terrier/Pit Bull",10455,"12/21/2014","06/27/2019",2016,"Bronx",1438159
"POKEY","M",2005,"Bassett Hound",11201,"12/21/2014","01/16/2016",2016,"Brooklyn",2621793
"BOBBY","M",2009,"Pomeranian",11364,"12/21/2014","12/21/2019",2016,"Queens",2321580
"DOUWE","M",2011,"Vizsla",10025,"12/21/2014","12/21/2016",2016,"Manhattan",1649114
"BELLA","F",2008,"Belgian Malinois",11109,"12/21/2014","02/23/2020",2016,"Queens",2321580
"DEMI","F",2014,"Yorkshire Terrier",10026,"12/21/2014","12/21/2019",2016,"Manhattan",1649114
"LOKI","M",2013,"Siberian Husky",10280,"12/21/2014","12/21/2019",2016,"Manhattan",1649114
"LOLA","F",2012,"Pointer, German Wirehaired",11215,"12/21/2014","01/13/2018",2016,"Brooklyn",2621793
"SHARLENA","F",2003,"Greyhound",10019,"12/21/2014","01/14/2017",2016,"Manhattan",1649114
"MAXWELL","M",2014,"Cockapoo",10012,"12/21/2014","12/21/2019",2016,"Manhattan",1649114
"MOLLY","F",2009,"Pug",10014,"12/21/2014","12/21/2016",2016,"Manhattan",1649114
"FLUFFY","M",2010,"Maltese",10456,"12/21/2014","02/04/2016",2016,"Bronx",1438159
"LEROY","M",2012,"Labrador Retriever",11215,"12/21/2014","01/25/2016",2016,"Brooklyn",2621793
"MILO","M",2012,"Chihuahua",11366,"12/21/2014","01/10/2016",2016,"Queens",2321580
"MISS.","F",2012,"Yorkshire Terrier",11213,"12/21/2014","10/31/2019",2016,"Brooklyn",2621793
"CINDER","F",2004,"Australian Cattledog",10033,"12/21/2014","12/21/2017",2016,"Manhattan",1649114
"SAM","M",2012,"Labrador Retriever Crossbreed",11104,"12/22/2014","01/24/2016",2016,"Queens",2321580
"SPARKY","F",2002,"Cocker Spaniel",10023,"12/22/2014","01/30/2016",2016,"Manhattan",1649114
"TACO","M",2012,"Pointer",11222,"12/22/2014","01/23/2020",2016,"Brooklyn",2621793
"FRANKY","M",2010,"Beagle",10035,"12/22/2014","12/04/2018",2016,"Manhattan",1649114
"SHORTY","M",2005,"Dachshund Smooth Coat",11375,"12/22/2014","01/21/2016",2016,"Queens",2321580
"MAX","M",2005,"German Shepherd Crossbreed",11232,"12/22/2014","01/30/2018",2016,"Brooklyn",2621793
"COCO","F",2007,"Miniature Pinscher",10305,"12/22/2014","12/02/2017",2016,"Staten Island",473324
"ZOEY","F",2008,"Labrador Retriever Crossbreed",10302,"12/22/2014","01/13/2016",2016,"Staten Island",473324
"ADAMA","M",2012,"Havanese",10025,"12/22/2014","01/24/2016",2016,"Manhattan",1649114
"LUCA","F",2007,"Bull Dog, English",10471,"12/22/2014","01/16/2016",2016,"Bronx",1438159
"SCOUT","F",2006,"Labradoodle",10033,"12/22/2014","01/30/2016",2016,"Manhattan",1649114
"PEABODY","M",2013,"American Pit Bull Mix / Pit Bull Mix",11201,"12/22/2014","12/22/2019",2016,"Brooklyn",2621793
"HARLEY","M",2003,"Poodle, Toy",11209,"12/22/2014","01/29/2016",2016,"Brooklyn",2621793
"GRETZKY","M",2011,"Labrador Retriever",11378,"12/22/2014","12/30/2019",2016,"Queens",2321580
"APOLLO","M",2014,"Labrador Retriever Crossbreed",10009,"12/22/2014","12/22/2017",2016,"Manhattan",1649114
"HERSHEY","F",2011,"American Pit Bull Mix / Pit Bull Mix",11249,"12/22/2014","12/14/2017",2016,"Brooklyn",2621793
"SHARKY","M",2001,"Yorkshire Terrier",10461,"12/23/2014","01/18/2016",2016,"Bronx",1438159
"MR.PICKLES","M",2002,"Lhasa Apso",10310,"12/23/2014","01/30/2016",2016,"Staten Island",473324
"SASHA","F",2001,"German Shepherd Dog",10302,"12/23/2014","01/30/2016",2016,"Staten Island",473324
"BEAU","M",2007,"Dachshund Smooth Coat",11201,"12/23/2014","01/16/2016",2016,"Brooklyn",2621793
"DULCINEA","F",2009,"Dachshund, Long Haired Miniature",10033,"12/23/2014","01/02/2016",2016,"Manhattan",1649114
"KATY","F",2007,"Labrador Retriever",11358,"12/23/2014","01/16/2016",2016,"Queens",2321580
"MINI","M",2003,"Labrador Retriever",11432,"12/23/2014","01/04/2016",2016,"Queens",2321580
"SADIE","F",2006,"Havanese",10023,"12/23/2014","01/14/2016",2016,"Manhattan",1649114
"UNKNOWN","M",2013,"Poodle, Standard",11214,"12/23/2014","01/14/2016",2016,"Brooklyn",2621793
"COOKIE","F",2002,"Labrador Retriever",11236,"12/23/2014","01/30/2016",2016,"Brooklyn",2621793
"ROCKY","M",2005,"Pug",10309,"12/23/2014","01/30/2016",2016,"Staten Island",473324
"ACE","M",2008,"Maltese",10032,"12/23/2014","01/09/2016",2016,"Manhattan",1649114
"WINSTON","M",2012,"Bull Dog, English",10021,"12/23/2014","01/22/2016",2016,"Manhattan",1649114
"BOWSER","M",2014,"Beagle Crossbreed",10010,"12/23/2014","12/23/2017",2016,"Manhattan",1649114
"BAILEY","M",2011,"Yorkshire Terrier",10473,"12/23/2014","12/23/2016",2016,"Bronx",1438159
"JAVA","F",2003,"Labrador Retriever",11226,"12/23/2014","01/30/2016",2016,"Brooklyn",2621793
"ANGEL","F",2011,"Cavalier King Charles Spaniel",10305,"12/23/2014","01/27/2016",2016,"Staten Island",473324
"GLORIA","F",2003,"Maltese",10038,"12/23/2014","01/30/2016",2016,"Manhattan",1649114
"HAPPI","F",2010,"American Pit Bull Terrier/Pit Bull",10463,"12/23/2014","02/21/2017",2016,"Bronx",1438159
"ROCKY","M",2005,"Yorkshire Terrier",11224,"12/23/2014","12/23/2016",2016,"Brooklyn",2621793
"TINA","F",2001,"Chihuahua",10459,"12/23/2014","01/30/2016",2016,"Bronx",1438159
"AILSA","F",2011,"Wheaton Terrier",10029,"12/23/2014","01/13/2016",2016,"Manhattan",1649114
"SAMMY","M",2013,"Havanese",10023,"12/23/2014","01/02/2016",2016,"Manhattan",1649114
"TAVISH","M",2007,"West High White Terrier",10016,"12/24/2014","01/07/2016",2016,"Manhattan",1649114
"RANGER","M",2010,"Pointer",10016,"12/24/2014","12/24/2017",2016,"Manhattan",1649114
"REY","M",2011,"German Shepherd Crossbreed",10009,"12/24/2014","12/24/2019",2016,"Manhattan",1649114
"LULU","F",2003,"Poodle, Miniature",10003,"12/24/2014","01/23/2016",2016,"Manhattan",1649114
"KING","M",2009,"American Pit Bull Terrier/Pit Bull",11208,"12/24/2014","01/09/2016",2016,"Brooklyn",2621793
"BUDDY","M",2004,"Miniature Pinscher",11234,"12/26/2014","01/04/2016",2016,"Brooklyn",2621793
"SASHA","M",2003,"Vizsla",10024,"12/26/2014","01/30/2016",2016,"Manhattan",1649114
"FITZ","M",2012,"Rhodesian Ridgeback",11222,"12/26/2014","12/26/2016",2016,"Brooklyn",2621793
"MONTY","M",2003,"German Shepherd Crossbreed",11103,"12/26/2014","01/30/2016",2016,"Queens",2321580
"BETTY","F",2006,"Shih Tzu",10036,"12/26/2014","01/15/2016",2016,"Manhattan",1649114
"LEXI","F",2011,"Dachshund, Wirehaired, Miniature",10040,"12/26/2014","01/22/2016",2016,"Manhattan",1649114
"JAZZABELLE","F",2011,"Beagle",11235,"12/26/2014","01/09/2016",2016,"Brooklyn",2621793
"HAGLER","M",2011,"Bull Dog, English",10002,"12/26/2014","01/26/2016",2016,"Manhattan",1649114
"BELLA","F",2003,"German Shepherd Dog",10312,"12/26/2014","01/30/2016",2016,"Staten Island",473324
"SHADOW","F",2012,"Labrador Retriever",10312,"12/26/2014","01/26/2016",2016,"Staten Island",473324
"MASON","M",2008,"Labrador Retriever Crossbreed",10010,"12/26/2014","12/26/2017",2016,"Manhattan",1649114
"DR.","M",2002,"Lhasa Apso",10473,"12/26/2014","01/30/2016",2016,"Bronx",1438159
"LEROY","M",2000,"Collie Crossbreed",10021,"12/26/2014","01/30/2016",2016,"Manhattan",1649114
"GIA","F",2006,"Yorkshire Terrier",10314,"12/26/2014","01/30/2016",2016,"Staten Island",473324
"LUCKY","M",2002,"Cocker Spaniel",10467,"12/26/2014","01/30/2016",2016,"Bronx",1438159
"FRAISER","M",2002,"Jack Russell Terrier",11361,"12/26/2014","01/30/2016",2016,"Queens",2321580
"OLIVER","M",2003,"Scottish Terrier",10011,"12/26/2014","01/30/2016",2016,"Manhattan",1649114
"SHEBA","F",2011,"American Pit Bull Terrier/Pit Bull",11217,"12/26/2014","01/29/2016",2016,"Brooklyn",2621793
"PEPPER","F",2012,"Cairn Terrier",11375,"12/26/2014","01/29/2017",2016,"Queens",2321580
"FUFU","F",2011,"Jack Russell Terrier",11201,"12/26/2014","12/26/2017",2016,"Brooklyn",2621793
"BAYLEY","M",2003,"German Shepherd Crossbreed",10471,"12/26/2014","01/30/2016",2016,"Bronx",1438159
"MINI","F",2007,"Shih Tzu",11364,"12/26/2014","01/09/2016",2016,"Queens",2321580
"MABEL","F",2008,"Brussels Griffon",11215,"12/26/2014","01/25/2016",2016,"Brooklyn",2621793
"MAGGIE","F",2004,"Yorkshire Terrier",11229,"12/26/2014","01/30/2016",2016,"Brooklyn",2621793
"XENA","F",2010,"American Pit Bull Mix / Pit Bull Mix",10310,"12/26/2014","01/11/2016",2016,"Staten Island",473324
"MAX","M",2011,"Boston Terrier",11373,"12/27/2014","01/07/2016",2016,"Queens",2321580
"BRUISER","M",2011,"Puggle",10018,"12/27/2014","01/08/2016",2016,"Manhattan",1649114
"AVERY","M",2000,"Papillon",10011,"12/27/2014","01/24/2016",2016,"Manhattan",1649114
"LUCY","F",2008,"American Pit Bull Mix / Pit Bull Mix",10011,"12/27/2014","12/27/2018",2016,"Manhattan",1649114
"TELA","F",2012,"Australian Shepherd",11235,"12/27/2014","01/27/2016",2016,"Brooklyn",2621793
"CHEWIE","M",2009,"Shih Tzu",10302,"12/27/2014","01/23/2016",2016,"Staten Island",473324
"MAYA","F",2007,"Pug",11206,"12/28/2014","12/28/2019",2016,"Brooklyn",2621793
"OPIE","M",2013,"Dachshund",11211,"12/28/2014","12/28/2017",2016,"Brooklyn",2621793
"LUCY","F",2010,"Yorkshire Terrier",10009,"12/29/2014","01/14/2016",2016,"Manhattan",1649114
"COBI","M",2013,"Yorkshire Terrier",10009,"12/29/2014","01/14/2016",2016,"Manhattan",1649114
"CARLEY","F",2004,"Golden Retriever",11209,"12/29/2014","01/25/2016",2016,"Brooklyn",2621793
"LIBERTY","F",2010,"Labrador Retriever",10473,"12/29/2014","01/17/2016",2016,"Bronx",1438159
"KIRA","F",2001,"Shetland Sheepdog",10308,"12/29/2014","01/30/2016",2016,"Staten Island",473324
"SANDEE","F",2009,"Shih Tzu",11357,"12/29/2014","01/27/2016",2016,"Queens",2321580
"CHIP","M",2007,"Labrador Retriever",10305,"12/29/2014","01/30/2016",2016,"Staten Island",473324
"NICKI","F",2003,"Chihuahua",11105,"12/29/2014","01/30/2016",2016,"Queens",2321580
"BELMONT","M",2001,"German Shepherd Crossbreed",11222,"12/29/2014","01/30/2016",2016,"Brooklyn",2621793
"SNOW","M",2008,"Bichon Frise",10457,"12/29/2014","02/22/2016",2016,"Bronx",1438159
"SAMMY","F",2007,"Chihuahua",11369,"12/29/2014","01/01/2016",2016,"Queens",2321580
"GINGERBREAD","M",2003,"Cocker Spaniel",11209,"12/29/2014","02/16/2016",2016,"Brooklyn",2621793
"TOMMY","M",2000,"Poodle, Standard",10307,"12/29/2014","01/30/2016",2016,"Staten Island",473324
"JINSOON","F",2004,"Jindo Dog, Korea",11368,"12/29/2014","01/03/2016",2016,"Queens",2321580
"YOYO","M",2006,"Yorkshire Terrier",10009,"12/29/2014","01/13/2016",2016,"Manhattan",1649114
"LUNA","F",2003,"Chihuahua",11224,"12/29/2014","01/30/2016",2016,"Brooklyn",2621793
"JAKE","M",2003,"Labrador Retriever",10065,"12/29/2014","01/30/2016",2016,"Manhattan",1649114
"SOX","M",2006,"Welsh Corgi, Pembroke",11223,"12/29/2014","01/30/2016",2016,"Brooklyn",2621793
"DAISY","F",2000,"Jack Russell Terrier",11231,"12/29/2014","01/30/2016",2016,"Brooklyn",2621793
"AMANDA","F",2001,"West High White Terrier",10128,"12/29/2014","01/30/2016",2016,"Manhattan",1649114
"GRETZKY","M",2010,"Labrador Retriever",10023,"12/29/2014","01/28/2016",2016,"Manhattan",1649114
"CUPCAKE","M",2010,"Cotton De Tulear",10128,"12/29/2014","02/27/2016",2016,"Manhattan",1649114
"ARCHI","M",2013,"Maltese",10472,"12/29/2014","01/23/2016",2016,"Bronx",1438159
"NAME NOT PROVIDED","F",2012,"Pomeranian",11214,"12/29/2014","01/24/2016",2016,"Brooklyn",2621793
"LEIA","F",2006,"Golden Retriever",11209,"12/29/2014","01/25/2016",2016,"Brooklyn",2621793
"NAME NOT PROVIDED","M",2013,"Yorkshire Terrier",11105,"12/29/2014","01/21/2016",2016,"Queens",2321580
"MAGGIE","F",2008,"Bull Dog, French",10075,"12/29/2014","02/17/2016",2016,"Manhattan",1649114
"JAK","M",2006,"Welsh Corgi, Pembroke",11223,"12/29/2014","01/30/2016",2016,"Brooklyn",2621793
"BUDDY","M",2004,"Jack Russell Terrier",10312,"12/29/2014","01/13/2016",2016,"Staten Island",473324
"FAYE","F",2007,"German Shepherd Crossbreed",10304,"12/29/2014","02/16/2016",2016,"Staten Island",473324
"MADISON","F",2008,"Puggle",10312,"12/29/2014","01/07/2016",2016,"Staten Island",473324
"GRACIE","F",2007,"Shih Tzu",10025,"12/29/2014","01/29/2016",2016,"Manhattan",1649114
"ANDREW","M",2012,"Beagle",11220,"12/29/2014","01/24/2016",2016,"Brooklyn",2621793
"PUMA","F",2009,"American Pit Bull Terrier/Pit Bull",11235,"12/29/2014","01/13/2016",2016,"Brooklyn",2621793
"RUSTY","M",2012,"Collie, Border",10025,"12/29/2014","01/29/2016",2016,"Manhattan",1649114
"CHARLES","M",2014,"Cavalier King Charles Spaniel",10305,"12/29/2014","12/29/2019",2016,"Staten Island",473324
"PHIL","M",2006,"Wire Fox Terrier",11209,"12/29/2014","01/21/2016",2016,"Brooklyn",2621793
"LOUP","M",2013,"German Shepherd Dog",10003,"12/29/2014","12/29/2019",2016,"Manhattan",1649114
"SONOMA","F",2005,"Mastiff, French (Dogue de Bordeaux)",10128,"12/29/2014","02/17/2016",2016,"Manhattan",1649114
"BUDDY","M",2001,"Labrador Retriever Crossbreed",11204,"12/29/2014","01/30/2016",2016,"Brooklyn",2621793
"MISS","F",2002,"Yorkshire Terrier",10461,"12/29/2014","02/27/2016",2016,"Bronx",1438159
"BENTLEY","M",2007,"Puggle",10309,"12/29/2014","01/10/2016",2016,"Staten Island",473324
"RUBY","F",2007,"Beagle",10017,"12/29/2014","02/22/2016",2016,"Manhattan",1649114
"SAM","M",2008,"Labradoodle",10128,"12/30/2014","01/07/2016",2016,"Manhattan",1649114
"EUGENE","M",2009,"Jack Russell Terrier",10023,"12/30/2014","12/30/2016",2016,"Manhattan",1649114
"ODIE","M",2014,"Cocker Spaniel",10023,"12/30/2014","12/30/2017",2016,"Manhattan",1649114
"IRVING","M",2009,"Poodle",11217,"12/30/2014","12/30/2019",2016,"Brooklyn",2621793
"TALLULAH","F",2008,"Shih Tzu",10034,"12/30/2014","01/02/2016",2016,"Manhattan",1649114
"FRED","M",2014,"Maltese",11358,"12/30/2014","12/30/2019",2016,"Queens",2321580
"MONA","F",2008,"Dachshund Smooth Coat Miniature",10024,"12/30/2014","03/15/2016",2016,"Manhattan",1649114
"WALTER-MELON","M",2008,"Boston Terrier",11218,"12/30/2014","01/04/2016",2016,"Brooklyn",2621793
"WALLY","M",2009,"Poodle, Standard",10023,"12/30/2014","01/15/2016",2016,"Manhattan",1649114
"BELLA","F",2012,"Staffordshire Bull Terrier",10463,"12/30/2014","12/30/2019",2016,"Bronx",1438159
"MARLEY","M",2013,"Labrador Retriever Crossbreed",11215,"12/31/2014","12/31/2016",2016,"Brooklyn",2621793
"JUNIOR","F",2004,"Dachshund, Long Haired",10011,"12/31/2014","01/14/2016",2016,"Manhattan",1649114
"BOOGIE","F",2010,"Puggle",11218,"12/31/2014","01/28/2016",2016,"Brooklyn",2621793
"FLAFFY","M",2001,"Shih Tzu",11229,"12/31/2014","02/28/2016",2016,"Brooklyn",2621793
"WINSTON","M",2005,"Bull Dog, English",10022,"12/31/2014","02/28/2016",2016,"Manhattan",1649114
"LEXI","F",2004,"Pug",11385,"12/31/2014","02/28/2016",2016,"Queens",2321580
"MILO","M",2011,"Shih Tzu",10314,"12/31/2014","02/28/2016",2016,"Staten Island",473324
"WRANGLER","M",2003,"Labrador Retriever",10310,"12/31/2014","01/30/2016",2016,"Staten Island",473324
"CHARLIE","M",2004,"Yorkshire Terrier",11235,"12/31/2014","02/28/2016",2016,"Brooklyn",2621793
"SASHA","F",2006,"Shih Tzu",10065,"12/31/2014","01/30/2016",2016,"Manhattan",1649114
"JICKY","F",2001,"Jack Russell Terrier",10310,"12/31/2014","02/28/2016",2016,"Staten Island",473324
"SNOWBALL","M",2007,"Maltese",11365,"12/31/2014","01/24/2016",2016,"Queens",2321580
"LEXI","F",2009,"Australian Shepherd",10025,"12/31/2014","12/31/2016",2016,"Manhattan",1649114
"GAGE","M",2013,"Rat Terrier",10009,"12/31/2014","12/31/2017",2016,"Manhattan",1649114
"KIWI","F",2014,"Poodle",10025,"12/31/2014","12/31/2017",2016,"Manhattan",1649114
"SOPHIE","F",2007,"Chihuahua",10002,"12/31/2014","12/31/2016",2016,"Manhattan",1649114
"OSCAR","M",2012,"German Shepherd Crossbreed",11232,"12/31/2014","01/27/2016",2016,"Brooklyn",2621793
"NICKY","M",2008,"Bichon Frise",11217,"12/31/2014","01/10/2016",2016,"Brooklyn",2621793
"CHLOE","F",2000,"West High White Terrier",10021,"12/31/2014","01/29/2016",2016,"Manhattan",1649114
"MELODY","F",2000,"Labrador Retriever Crossbreed",11234,"12/31/2014","02/28/2016",2016,"Brooklyn",2621793
"MIKEY","M",2002,"Bichon Frise",11234,"12/31/2014","01/30/2016",2016,"Brooklyn",2621793
"RUSTY","M",2000,"Beagle Crossbreed",11378,"12/31/2014","01/30/2016",2016,"Queens",2321580
"JACK","M",2004,"Bichon Frise",10021,"12/31/2014","02/28/2016",2016,"Manhattan",1649114
"HARLEY","M",2000,"Jack Russell Terrier",10310,"12/31/2014","01/30/2016",2016,"Staten Island",473324
"MURPHY","M",2005,"Wheaton Terrier",10314,"12/31/2014","02/28/2016",2016,"Staten Island",473324
"MICKEY","M",2005,"Labrador Retriever",11207,"12/31/2014","01/29/2016",2016,"Brooklyn",2621793
"ROCKY","M",2010,"Schnauzer, Giant",11361,"12/31/2014","01/30/2016",2016,"Queens",2321580
"RUFIO","M",2009,"Golden Retriever",11215,"12/31/2014","02/04/2016",2016,"Brooklyn",2621793
"KELSEY","M",2004,"Poodle, Standard",10306,"12/31/2014","02/28/2016",2016,"Staten Island",473324
"LARRY","M",2008,"Shiba Inu",10314,"12/31/2014","01/13/2016",2016,"Staten Island",473324
"SCHATZI","F",2000,"Schnauzer, Miniature",10024,"12/31/2014","01/09/2016",2016,"Manhattan",1649114
"HOMYTU","M",2004,"Schnauzer, Miniature",10023,"12/31/2014","02/28/2016",2016,"Manhattan",1649114
"MAX","M",2001,"Wheaton Terrier",10028,"12/31/2014","01/30/2016",2016,"Manhattan",1649114
"SPUNKY","M",2002,"Cocker Spaniel",10314,"12/31/2014","02/28/2016",2016,"Staten Island",473324
"TEDDY","M",2004,"West High White Terrier",11354,"12/31/2014","02/28/2016",2016,"Queens",2321580
"BABY","F",2008,"Shih Tzu",11426,"12/31/2014","01/29/2016",2016,"Queens",2321580
"TINKERBELL","F",2000,"Maltese",11379,"12/31/2014","02/28/2016",2016,"Queens",2321580
"OZZY","M",2009,"Labrador Retriever",10016,"12/31/2014","01/07/2016",2016,"Manhattan",1649114
"JAZZY","F",2009,"Pomeranian",10314,"12/31/2014","03/07/2016",2016,"Staten Island",473324
"CAPTAIN","M",2011,"Bull Dog, French",11249,"12/31/2014","01/14/2016",2016,"Brooklyn",2621793
"SCOOTERBOY","M",2006,"Pomeranian",10314,"12/31/2014","01/30/2016",2016,"Staten Island",473324
"SPARKY","M",2000,"Labrador Retriever",10314,"12/31/2014","02/28/2016",2016,"Staten Island",473324
"LULU","F",2000,"Poodle, Standard",10028,"12/31/2014","02/28/2016",2016,"Manhattan",1649114
"GEORGIA","F",2009,"American Pit Bull Terrier/Pit Bull",11228,"12/31/2014","01/03/2016",2016,"Brooklyn",2621793
"BOBBY","M",2002,"Shih Tzu",11375,"12/31/2014","02/28/2016",2016,"Queens",2321580
"HONEY","F",2007,"German Shepherd Crossbreed",10309,"12/31/2014","01/14/2016",2016,"Staten Island",473324
"LUCY","F",2012,"Shih Tzu",10065,"12/31/2014","01/24/2016",2016,"Manhattan",1649114
"RUBY","F",2014,"Schnauzer, Standard",11231,"12/31/2014","12/31/2019",2016,"Brooklyn",2621793
"LADY","F",1997,"Shih Tzu",10009,"10/25/2014","10/25/2019",2016,"Manhattan",1649114
"KYLIE","F",1997,"Poodle, Toy",10011,"10/26/2014","10/26/2017",2016,"Manhattan",1649114
"LOIS","F",1997,"Chihuahua",10014,"11/03/2014","10/10/2017",2016,"Manhattan",1649114
"SNOWFLAKE","M",1997,"Bichon Frise",10473,"12/26/2014","01/30/2016",2016,"Bronx",1438159
"RITA","F",1997,"Basenji",10011,"12/31/2014","02/28/2016",2016,"Manhattan",1649114
"LILLY","F",1998,"Beagle",10021,"09/20/2014","10/16/2016",2016,"Manhattan",1649114
"VALENTINE","F",1998,"Jack Russell Terrier",10022,"10/10/2014","01/30/2016",2016,"Manhattan",1649114
"DOXY","F",1998,"Dachshund Smooth Coat Miniature",10005,"12/10/2014","12/01/2016",2016,"Manhattan",1649114
"SLIGOR","M",1998,"Jack Russell Terrier",10038,"12/12/2014","01/30/2016",2016,"Manhattan",1649114
"GIZMO","M",1998,"Shih Tzu",10306,"12/31/2014","01/23/2016",2016,"Staten Island",473324
"SHADOW","F",1999,"Collie Crossbreed",10306,"09/23/2014","03/25/2016",2016,"Staten Island",473324
