"AnimalName","AnimalGender","AnimalBirthYear","BreedName","ZipCode","LicenseIssuedDate","LicenseExpiredDate","Extract.Year","Borough","BoroughPop","lon","lat"
"DOBIE","M",2011,"Poodle, Standard",10014,"06/20/2018","08/09/2019",2018,"Manhattan",1628701,-74.0094471,40.7366138
"THEO","M",2016,"Cavalier King Charles Spaniel",10030,"11/23/2018","02/28/2019",2018,"Manhattan",1628701,-73.9433299,40.8173411
"BENJI","M",2017,"Maltese",11215,"11/24/2018","12/22/2023",2018,"Brooklyn",2582830,-73.9800645,40.6681669
"DUKE","M",2017,"Labrador Retriever Crossbreed",10009,"10/30/2018","10/05/2019",2018,"Manhattan",1628701,-73.9800645,40.7275043
"RAJ","M",2018,"Miniature Schnauzer",11221,"07/27/2018","07/27/2019",2018,"Brooklyn",2582830,-73.9271644,40.6903213
"NAME NOT PROVIDED","F",2017,"Bichon Frise",11104,"03/05/2018","03/05/2019",2018,"Queens",2278906,-73.9198161,40.7448741
"GARCIA","M",2017,"Shih Tzu",10022,"05/14/2018","05/14/2019",2018,"Manhattan",1628701,-73.9697795,40.7593941
"BAILEY","F",2018,"Golden Retriever",10075,"05/09/2018","05/09/2019",2018,"Manhattan",1628701,-73.9558204,40.7728432
"SCOUT","F",2009,"Shih Tzu",10075,"10/25/2018","12/02/2019",2018,"Manhattan",1628701,-73.9558204,40.7728432
"BETSY","F",2010,"Pug",11226,"09/25/2018","07/26/2019",2018,"Brooklyn",2582830,-73.9536163,40.6470923
"STORM","F",2010,"Labrador Retriever Crossbreed",10034,"02/01/2018","03/02/2019",2018,"Manhattan",1628701,-73.9212858,40.8721452
"PEPPER","F",2010,"Shih Tzu Crossbreed",10029,"12/10/2018","12/10/2019",2018,"Manhattan",1628701,-73.9447994,40.7916407
"ROXY","F",2006,"Yorkshire Terrier",10065,"06/06/2018","07/31/2019",2018,"Manhattan",1628701,-73.9624327,40.7645239
"LOLA","F",2005,"Poodle, Miniature",10025,"06/13/2018","07/13/2019",2018,"Manhattan",1628701,-73.9683102,40.7999209
"HENRY","M",2012,"Cavalier King Charles Spaniel",10022,"02/28/2018","04/16/2019",2018,"Manhattan",1628701,-73.9697795,40.7593941
"BRADY","M",2004,"Pekingese",11362,"09/12/2018","10/31/2019",2018,"Queens",2278906,-73.7330753,40.7612957
"MADISON","F",2007,"Yorkshire Terrier",10027,"10/05/2018","10/14/2019",2018,"Manhattan",1628701,-73.9624327,40.8138912
"OLIVER","M",2018,"Pug",11104,"10/12/2018","10/12/2019",2018,"Queens",2278906,-73.9198161,40.7448741
"QUINGA","F",2017,"Maltese",11204,"02/25/2018","02/25/2019",2018,"Brooklyn",2582830,-73.9859414,40.6195067
"CHLOE","F",2017,"Morkie",10030,"09/30/2018","09/30/2019",2018,"Manhattan",1628701,-73.9433299,40.8173411
"LUNA","F",2018,"Labrador Retriever",11208,"07/19/2018","07/19/2019",2018,"Brooklyn",2582830,-73.8713099,40.6749343
"DIDI","M",2006,"Yorkshire Terrier",11421,"10/26/2018","10/31/2019",2018,"Queens",2278906,-73.859549,40.693029
"BUFFY","F",2015,"German Shepherd Crossbreed",11238,"02/19/2018","02/19/2019",2018,"Brooklyn",2582830,-73.9624327,40.6805029
"BAXTER","M",2015,"Boxer",11238,"01/17/2018","01/17/2023",2018,"Brooklyn",2582830,-73.9624327,40.6805029
"CHARLIE","M",2014,"Shih Tzu Crossbreed",11436,"12/12/2018","12/12/2019",2018,"Queens",2278906,-73.7977928,40.6718171
"UNKNOWN","F",2018,"French Bulldog",10459,"10/04/2018","10/04/2019",2018,"Bronx",1479458,-73.8918897,40.8285039
"GOTTI","M",2012,"American Pit Bull Terrier/Pit Bull",10453,"03/17/2018","02/20/2019",2018,"Bronx",1479458,-73.9154069,40.8515872
NA,"M",2018,"Bichon Frise Crossbreed",10033,"07/01/2018","07/01/2019",2018,"Manhattan",1628701,-73.9447994,40.8557765
"BONNIE","F",2015,"American Pit Bull Mix / Pit Bull Mix",11215,"06/01/2018","02/21/2019",2018,"Brooklyn",2582830,-73.9800645,40.6681669
"GINGER","F",2007,"Dachshund Smooth Coat Miniature",10029,"08/28/2018","08/30/2019",2018,"Manhattan",1628701,-73.9447994,40.7916407
