"AnimalName","AnimalGender","AnimalBirthYear","BreedName","ZipCode","LicenseIssuedDate","LicenseExpiredDate","Extract.Year","Borough","BoroughPop","lon","lat"
"CHEWIE","M",2009,"Havanese",10037,"09/06/2016","09/26/2017",2016,"Manhattan",1677062,-73.9374517,40.8140369
"JIMMY","M",2016,"Shih Tzu",10472,"12/14/2016","12/14/2017",2016,"Bronx",1455444,-73.8683697,40.8300731
"PLANO","M",2007,"Chihuahua",10065,"12/28/2016","01/12/2018",2016,"Manhattan",1677062,-73.9624327,40.7645239
"ROCKY","M",2009,"Siberian Husky",10307,"06/03/2016","05/20/2017",2016,"Staten Island",478160,-74.2443436,40.5070853
"LUCY","F",2011,"Labrador Retriever Crossbreed",11215,"08/09/2016","07/24/2017",2016,"Brooklyn",2657924,-73.9800645,40.6681669
"DAISY","F",2015,"Cocker Spaniel",10025,"02/22/2016","04/13/2017",2016,"Manhattan",1677062,-73.9683102,40.7999209
"APRIL","F",2015,"Beagle",11221,"11/14/2016","11/14/2017",2016,"Brooklyn",2657924,-73.9271644,40.6903213
"GIZMO","F",2003,"Shih Tzu",10312,"02/01/2016","01/30/2017",2016,"Staten Island",478160,-74.1827119,40.555548
"KARUS","M",2010,"Yorkshire Terrier",11239,"01/08/2016","05/24/2017",2016,"Brooklyn",2657924,-73.8727799,40.6516509
"BAILEY","M",2010,"Cavalier King Charles Spaniel",10314,"02/23/2016","04/09/2017",2016,"Staten Island",478160,-74.1827119,40.5952146
"MOCA","F",2010,"Chihuahua",10457,"05/05/2016","06/01/2017",2016,"Bronx",1455444,-73.8977693,40.8441387
"LOLA","F",2012,"Shih Tzu",10025,"01/27/2016","01/27/2018",2016,"Manhattan",1677062,-73.9683102,40.7999209
"OLIVER","M",2007,"Cavalier King Charles Spaniel",11103,"07/01/2016","06/06/2018",2017,"Queens",2341116,-73.9109977,40.7633726
"PABLO","M",2012,"Maltese",11220,"02/12/2016","04/05/2017",2016,"Brooklyn",2657924,-74.0153231,40.6385229
"MIA","F",2014,"German Shepherd Dog",10019,"04/13/2016","06/02/2017",2016,"Manhattan",1677062,-73.9918181,40.7686973
"PICKLE","F",2013,"Poodle, Miniature",10012,"12/15/2016","01/18/2018",2016,"Manhattan",1677062,-73.9976946,40.7250632
"CLEVELAND","M",2009,"Bull Dog, French",10011,"07/06/2016","07/01/2017",2016,"Manhattan",1677062,-74.0094471,40.7464969
"BAILEY","F",2006,"Labrador Retriever",10017,"04/28/2016","04/28/2017",2016,"Manhattan",1677062,-73.9697795,40.7519846
"LUNA","F",2008,"Greyhound",11418,"07/10/2016","08/13/2017",2016,"Queens",2341116,-73.8330844,40.6966538
"ANISTON","F",2015,"Yorkshire Terrier Crossbreed",10475,"09/10/2016","10/11/2017",2016,"Bronx",1455444,-73.8272029,40.87347
